Gene A,Gene B,Uniprot A,Uniprot B,Symbol A,Symbol B,,,
10618,26046,O43493-2,O94822,TGOLN2,LTN1,,,
165829,84306,Q8NFN8,Q9BRP1,GPR156,PDCD2L,,,
6421,6599,P23246,Q92922,SFPQ,SMARCC1,,,
11017,133619,Q8WVK2,Q96M27-2,SNRNP27,PRRC1,,,
112937,64374,Q8NCI6-4,Q9H173,GLB1L3,SIL1,,,
699,2186,O43683,Q12830-2,BUB1,BPTF,,,
93436,221154,Q6NXE6-2,Q8IYU8,ARMC6,EFHA1,,,
6339,79796,P51172,Q9H6U8-3,SCNN1D,ALG9,,,
285429,8450,Q3SXM0,Q13620-1,DCAF4L1,CUL4B,,,
10653,79943,O43291,Q9H7X3,SPINT2,ZNF696,,,
58491,7621,Q9NQZ8,Q9UC06,ZNF71,ZNF70,,,
3014,54882,P16104,Q8IWZ3-2,H2AFX,ANKHD1,,,
124995,55245,Q7Z7H8,Q9NVA1-2,MRPL10,UQCC,,,
56674,1759,Q9NQ34,Q05193-2,TMEM9B,DNM1,,,
10161,81926,P43657,Q96GS6-2,LPAR6,FAM108A1,,,
7545,3613,Q15915,O14732-2,ZIC1,IMPA2,,,
1,51035,P04217-2,Q04323-2,A1BG,UBXN1,,,
91687,22858,Q8N0S6,Q9UPZ9-2,CENPL,ICK,,,
158234,64432,Q6PF06,P82663,RG9MTD3,MRPS25,,,
92106,3329,Q96HP4,P10809,OXNAD1,HSPD1,,,
3014,6217,P16104,P62249,H2AFX,RPS16,,,
64769,23633,Q9HAF1-2,O60684,MEAF6,KPNA6,,,
11330,285362,Q99895,Q8NBK3,CTRC,SUMF1,,,
203328,100423062,Q96L08-2,B9A064,SUSD3,IGLL5,,,
3963,159,UNKNOWN,P30520,LGALS7,ADSS,,,
55506,4839,Q9P0M6,P46087-2,H2AFY2,NOP2,,,
3561,51293,P31785,Q9NPF0,IL2RG,CD320,,,
8788,10560,P80370,O60779,DLK1,SLC19A2,,,
28987,54882,Q9ULX3,Q8IWZ3-2,NOB1,ANKHD1,,,
9987,115416,O14979-2,Q96EH3,HNRPDL,C7orf30,,,
55825,95,Q9BY49,Q03154,PECR,ACY1,,,
55172,2775,Q9NVR5-2,P09471-2,C14orf104,GNAO1,,,
115948,23557,A5D8V7,O95295,CCDC151,SNAPIN,,,
1993,6426,Q12926-2,Q07955-2,ELAVL2,SRSF1,,,
5443,80311,P01189,Q96M94,POMC,KLHL15,,,
79839,25793,Q68D86-3,Q9Y3I1,CCDC102B,FBXO7,,,
29997,57050,Q9NZM5,Q9NQZ2,GLTSCR2,UTP3,,,
355,80230,P25445-6,Q96T51-2,FAS,RUFY1,,,
8292,5033,Q9Y215-2,P13674,COLQ,P4HA1,,,
284427,2534,Q8N5S1,P06241-2,SLC25A41,FYN,,,
23640,1802,Q9NZL4,Q9BQC3,HSPBP1,DPH2,,,
165721,8220,Q8NHS0,Q96DF8,DNAJB8,DGCR14,,,
3084,120071,Q02297-10,Q8N3Y3,NRG1,GYLTL1B,,,
83729,3309,P58166,P11021,INHBE,HSPA5,,,
10342,6396,Q92734,P55735,TFG,SEC13,,,
248,116442,P09923,Q96DA2,ALPI,RAB39B,,,
970,4928,P32970,P52948-5,CD70,NUP98,,,
9733,6181,Q15020,P05387,SART3,RPLP2,,,
55702,151903,Q9BW85,Q8WUD4,CCDC94,CCDC12,,,
4250,3676,Q13296-2,P13612,SCGB2A2,ITGA4,,,
7555,6128,P62633-2,Q02878,CNBP,RPL6,,,
3106,479,P01889,P54707-2,HLA-B,ATP12A,,,
84866,120071,Q86YD3-2,Q8N3Y3,TMEM25,GYLTL1B,,,
158763,5789,Q6ZRI8-3,P23468-2,ARHGAP36,PTPRD,,,
653,23078,P22003,A3KMH1-2,BMP5,KIAA0564,,,
1296,81035,Q4VAQ0,Q5KU26,COL8A2,COLEC12,,,
55200,278,Q3KR16,P04745,PLEKHG6,AMY1C,,,
79171,6832,Q9BTD8-2,Q8IYB8,RBM42,SUPV3L1,,,
10456,83988,O00165-2,P61601,HAX1,NCALD,,,
1667,649,UNKNOWN,P13497,DEFA1,BMP1,,,
4204,6141,P51608,Q07020,MECP2,RPL18,,,
137868,31,Q08AT0,Q13085-2,SGCZ,ACACA,,,
81790,23456,Q96K19,Q9NRK6,RNF170,ABCB10,,,
3293,79026,P37058,Q09666,HSD17B3,AHNAK,,,
6504,2195,Q13291,Q14517,SLAMF1,FAT1,,,
51118,49860,Q9Y3A2,Q9UBG3,UTP11L,CRNN,,,
51384,2588,Q9UBV4,P34059,WNT16,GALNS,,,
10394,25799,Q9Y2Y8,O75467,PRG3,ZNF324,,,
84901,1981,Q8NCF5,Q04637-3,NFATC2IP,EIF4G1,,,
51116,28957,Q9Y399,Q9Y2Q9,MRPS2,MRPS28,,,
54665,996,Q5VWQ0,P30260,RSBN1,CDC27,,,
132724,3106,Q86T26,P01889,TMPRSS11B,HLA-B,,,
84445,10078,Q9BRK4,Q9Y5U2-2,LZTS2,TSSC4,,,
56104,29941,Q9Y5G3-2,Q6P5Z2,PCDHGB1,PKN3,,,
11052,83737,Q16630-2,Q96J02,CPSF6,ITCH,,,
139422,23560,Q96LZ2,Q9BZE4,MAGEB10,GTPBP4,,,
23210,22827,Q6NYC1-2,Q9UHX1-2,JMJD6,PUF60,,,
3384,8829,P13598,O14786,ICAM2,NRP1,,,
2155,10874,P08709,P48645,F7,NMU,,,
22900,2316,Q9Y2G2,P21333-2,CARD8,FLNA,,,
10785,100526737,P57081-2,B0LM41,WDR4,RBM14-RBM4,,,
84068,23392,Q0GE19,Q5VYK3,SLC10A7,KIAA0368,,,
115353,10910,Q9Y546,Q9Y2Z0-2,LRRC42,SUGT1,,,
1003,57622,P33151,Q9P244,CDH5,LRFN1,,,
114818,23386,Q96CT2,Q8IVD9,KLHL29,NUDCD3,,,
56928,84920,Q8TCT7,Q5BKT4,SPPL2B,ALG10,,,
64431,55929,Q9GZN1,Q9NPF5,ACTR6,DMAP1,,,
64395,1824,Q96IK5,Q02487,GMCL1,DSC2,,,
9466,8744,Q6UWB1,P41273,IL27RA,TNFSF9,,,
23157,5910,Q14141-2,P52306,SEPT6,RAP1GDS1,,,
54059,23438,P58557,P49590,YBEY,HARS2,,,
26140,7203,Q9Y4R7-5,P49368,TTLL3,CCT3,,,
10376,10576,P68363,P78371,TUBA1B,CCT2,,,
3459,6714,P15260,P12931-2,IFNGR1,SRC,,,
116224,5518,Q96E09,P30153,FAM122A,PPP2R1A,,,
6424,5575,Q6FHJ7,P31321,SFRP4,PRKAR1B,,,
3614,9836,P20839-2,O60294,IMPDH1,LCMT2,,,
3640,10422,P51460,Q9BSL1,INSL3,UBAC1,,,
154743,55823,Q1RMZ1,Q9H270,C7orf60,VPS11,,,
51253,728489,Q9BZE1,Q5SXM8,MRPL37,DNLZ,,,
51365,728489,Q53H76-3,Q5SXM8,PLA1A,DNLZ,,,
154091,79053,Q8TD20,Q9BVK2,SLC2A12,ALG8,,,
55559,79147,Q99871-2,Q9H9S5,HAUS7,FKRP,,,
51752,117247,Q9NZ08-2,Q8TF71,ERAP1,SLC16A10,,,
80344,22948,Q8TEB1,P48643,DCAF11,CCT5,,,
6141,55299,Q07020,Q8TDN6,RPL18,BRIX1,,,
9356,51614,Q4U2R8-2,Q9Y282-3,SLC22A6,ERGIC3,,,
11171,26065,Q9Y3F4,Q8ND56-2,STRAP,LSM14A,,,
56129,284996,Q9Y5E2,Q8NC42,PCDHB7,RNF149,,,
6757,55755,UNKNOWN,Q96SN8-2,SSX2,CDK5RAP2,,,
25844,5245,Q9GZM5,P35232,YIPF3,PHB,,,
5501,81572,P36873-2,Q9NUG6,PPP1CC,PDRG1,,,
29991,55914,Q9NY56,Q96RT1-2,OBP2A,ERBB2IP,,,
6482,3685,Q11201,P06756-2,ST3GAL1,ITGAV,,,
55172,1641,Q9NVR5-2,O43602-2,C14orf104,DCX,,,
2217,23265,P55899,Q9UPT5-1,FCGRT,EXOC7,,,
84265,51082,Q9BT43,Q9Y2S0,POLR3GL,POLR1D,,,
64794,6317,Q9H8H2,P29508,DDX31,SERPINB3,,,
10762,3837,Q9UKX7-2,Q14974,NUP50,KPNB1,,,
55603,25885,Q96IP4-2,O95602,FAM46A,POLR1A,,,
131965,2296,Q8TCB7,Q12948,METTL6,FOXC1,,,
54849,440275,Q6ZN54-2,Q9P2K8-2,DEF8,EIF2AK4,,,
8934,1122,O14966,P26374,RAB7L1,CHML,,,
10120,10574,P42025,Q99832,ACTR1B,CCT7,,,
54756,5789,Q8NFM7,P23468-2,IL17RD,PTPRD,,,
10920,51444,Q99627,Q8WVD3-2,COPS8,RNF138,,,
54463,643246,Q9H6L5-2,A6NCE7,FAM134B,MAP1LC3B2,,,
3385,201931,P32942,Q8IY95-2,ICAM3,TMEM192,,,
9752,83752,Q9Y5H5,Q86WA8,PCDHA9,LONP2,,,
129881,131578,Q0VFZ6,Q8TF66-2,C2orf77,LRRC15,,,
7058,2295,P35442,Q12947,THBS2,FOXF2,,,
55633,55207,Q9NU19,Q9NVJ2,TBC1D22B,ARL8B,,,
219938,4524,Q7Z5L4,P42898,SPATA19,MTHFR,,,
26164,8192,Q9H4K7,Q16740,GTPBP5,CLPP,,,
57613,3043,A2RU67,P68871,KIAA1467,HBB,,,
85363,8565,Q9C035-2,P54577,TRIM5,YARS,,,
4673,57669,P55209,Q9HCM4-2,NAP1L1,EPB41L5,,,
55750,479,Q53H12,P54707-2,AGK,ATP12A,,,
6504,3913,Q13291,P55268,SLAMF1,LAMB2,,,
11338,23350,P26368-2,O15042-2,U2AF2,U2SURP,,,
144423,22902,Q96MS3-3,Q7L099-2,GLT1D1,RUFY3,,,
83746,63893,Q969R5-2,Q9C0C9,L3MBTL2,UBE2O,,,
10170,91749,Q9BPW9,Q5TF39,DHRS9,KIAA1919,,,
9836,7266,O60294,Q99615,LCMT2,DNAJC7,,,
84569,781,Q6UWQ5-2,P54289-2,LYZL1,CACNA2D1,,,
79029,3312,Q9BVQ7-2,P11142,SPATA5L1,HSPA8,,,
91608,9361,Q96S79,P36776,RASL10B,LONP1,,,
114984,9530,Q96CP2,O95429,FLYWCH2,BAG4,,,
81833,55243,Q9HBV2,Q96J84-2,SPACA1,KIRREL,,,
79004,3795,Q9H467,P50053-2,CUEDC2,KHK,,,
913,25864,E7ET31,Q9BUJ0,CD1E,ABHD14A,,,
2244,55611,P02675,Q96FW1,FGB,OTUB1,,,
55002,8450,Q6UWJ1-2,Q13620-1,TMCO3,CUL4B,,,
9466,11146,Q6UWB1,Q92990,IL27RA,GLMN,,,
27202,25923,Q9P296,Q6DD88,GPR77,ATL3,,,
55741,10956,Q9BV94-2,Q13438,EDEM2,OS9,,,
23594,85313,Q9Y5N6,Q8WUA2,ORC6,PPIL4,,,
85413,345778,Q86VW1,Q5HYI7-2,SLC22A16,MTX3,,,
2041,4763,P21709,P21359-2,EPHA1,NF1,,,
84292,151903,Q9BRX9,Q8WUD4,WDR83,CCDC12,,,
23306,5305,O14524,P48426,TMEM194A,PIP4K2A,,,
259240,10444,Q8NEX5,Q7Z7L7,WFDC9,ZER1,,,
85360,79871,Q6ZW31-2,Q8IXW5-2,SYDE1,RPAP2,,,
84818,55253,Q8NAC3-2,Q9NV66,IL17RC,TYW1,,,
3359,23555,P46098-2,O95858,HTR3A,TSPAN15,,,
27122,7078,Q9UBP4,P35625,DKK3,TIMP3,,,
10712,7779,P81408-2,Q9Y6M5,FAM189B,SLC30A1,,,
29781,9657,Q6IBW4-2,Q15051,NCAPH2,IQCB1,,,
5025,131118,Q99571,Q96DA6,P2RX4,DNAJC19,,,
3106,55732,P01889,Q9NSG2-2,HLA-B,C1orf112,,,
8110,86,Q92784-2,O96019,DPF3,ACTL6A,,,
23125,10197,O94983-4,P61289-2,CAMTA2,PSME3,,,
84365,9014,Q9BYG3,Q53T94-2,MKI67IP,TAF1B,,,
7549,7738,Q9BSG1,Q99676,ZNF2,ZNF184,,,
2358,408050,P25090,P69849,FPR2,NOMO3,,,
118461,2339,Q711Q0-3,P49354-2,C10orf71,FNTA,,,
58477,9527,Q9Y5M8,E9PCW1,SRPRB,GOSR1,,,
23281,9669,Q5JR59-3,O60841,MTUS2,EIF5B,,,
64376,84948,Q9H5V7,Q53EQ6,IKZF5,TIGD5,,,
254427,23363,Q86WR7,O75147-1,C10orf47,OBSL1,,,
170572,347734,Q8WXA8,Q8TB61-2,HTR3C,SLC35B2,,,
58477,26001,Q9Y5M8,Q9H6Y7,SRPRB,RNF167,,,
10195,221,Q92685,P43353,ALG3,ALDH3B1,,,
1144,55254,Q07001,Q9NV64,CHRND,TMEM39A,,,
51077,374897,Q9Y324,E9PBV3,FCF1,SBSN,,,
9124,81,O00151,O43707,PDLIM1,ACTN4,,,
9277,51634,B0UZZ8,Q9Y388,WDR46,RBMX2,,,
55697,23788,Q08AM6,Q9Y6C9,VAC14,MTCH2,,,
221074,57106,Q504Y0-3,Q8WUY8,SLC39A12,NAT14,,,
187,23376,P35414,O94874-2,APLNR,KIAA0776,,,
29080,10248,Q9P031,O75817,CCDC59,POP7,,,
8577,27032,Q8IYR6,P98194-2,TMEFF1,ATP2C1,,,
4007,54994,O43900,Q9NWU2,PRICKLE3,C20orf11,,,
5329,6787,Q03405,P51957-2,PLAUR,NEK4,,,
84324,9360,P82979,Q13427,SARNP,PPIG,,,
9753,284110,O43309,Q96QA5,ZSCAN12,GSDMA,,,
58491,7570,Q9NQZ8,P17026,ZNF71,ZNF22,,,
4035,25819,Q07954,Q9UK39,LRP1,CCRN4L,,,
25953,26953,Q8N490-2,O60518,PNKD,RANBP6,,,
1687,11001,O60443,O14975,DFNA5,SLC27A2,,,
116441,961,Q96CE8,Q08722-2,TM4SF18,CD47,,,
56342,84146,UNKNOWN,Q9H582-2,PPAN,ZNF644,,,
586,5528,P54687,Q14738-2,BCAT1,PPP2R5D,,,
6141,4676,Q07020,Q99733,RPL18,NAP1L4,,,
55800,9583,Q9NY72,Q9Y227-2,SCN3B,ENTPD4,,,
9217,4726,O95292,O75380,VAPB,NDUFS6,,,
5533,10489,P48454,Q15345-3,PPP3CC,LRRC41,,,
79187,79068,Q9BTV5,Q9C0B1,FSD1,FTO,,,
90025,10963,Q7Z6J8,P31948,UBE2CBP,STIP1,,,
5711,5709,Q16401,O43242,PSMD5,PSMD3,,,
9486,5445,O43529,Q15165-1,CHST10,PON2,,,
55342,23405,Q96SI9-2,Q9UPY3,STRBP,DICER1,,,
6037,9453,P12724,O95749,RNASE3,GGPS1,,,
79839,6729,Q68D86-3,P61011,CCDC102B,SRP54,,,
84868,4642,Q8TDQ0,O94832,HAVCR2,MYO1D,,,
6869,4535,P25103,P03886,TACR1,ND1,,,
1393,65260,P24387,Q96BR5,CRHBP,SELRC1,,,
65056,5268,Q86WP2-2,P36952,GPBP1,SERPINB5,,,
64288,8394,Q96LW9,Q99755-2,ZNF323,PIP5K1A,,,
80005,201292,Q9H7D0-2,Q6PJ69,DOCK5,TRIM65,,,
9908,7706,Q9UN86-2,Q14258,G3BP2,TRIM25,,,
3671,291,O14498,P12235,ISLR,SLC25A4,,,
6142,6161,Q02543,P62910,RPL18A,RPL32,,,
112770,63897,Q8WWB7-2,Q6AI08,C1orf85,HEATR6,,,
64708,23140,Q9H9Q2,O43149,COPS7B,ZZEF1,,,
2564,6542,P78334,P52569-3,GABRE,SLC7A2,,,
4907,6542,P21589,P52569-3,NT5E,SLC7A2,,,
240,8881,P09917,Q13042-2,ALOX5,CDC16,,,
79187,80820,Q9BTV5,Q7L9B9,FSD1,EEPD1,,,
1877,64763,Q66K89,Q6ZN55-2,E4F1,ZNF574,,,
23632,26953,Q9ULX7,O60518,CA14,RANBP6,,,
80273,11076,Q9HAV7,O94811,GRPEL1,TPPP,,,
3024,84524,Q02539,Q8N5P1,HIST1H1A,ZC3H8,,,
5733,23534,Q147X8,Q9Y5L0-3,PTGER3,TNPO3,,,
84078,10248,Q8WVZ9,O75817,KBTBD7,POP7,,,
408,8816,P49407-2,Q96JK2,ARRB1,DCAF5,,,
29997,60488,Q9NZM5,P82673-2,GLTSCR2,MRPS35,,,
11326,92105,Q9Y279,Q96HW7,VSIG4,INTS4,,,
4142,64151,P04201,Q9BPX3,MAS1,NCAPG,,,
170572,2697,Q8WXA8,P17302,HTR3C,GJA1,,,
440163,100510688,Q5GAN3,Q5SP12,RNASE13,LOC100510688,,,
7048,5802,P37173,Q13332-2,TGFBR2,PTPRS,,,
960,2260,P16070-10,P11362-14,CD44,FGFR1,,,
79037,22883,Q6DKI7,O94985-2,PVRIG,CLSTN1,,,
7109,3959,P48553,Q08380,TRAPPC10,LGALS3BP,,,
56729,3309,Q9HD89,P11021,RETN,HSPA5,,,
29080,84273,Q9P031,Q8NC60,CCDC59,C4orf14,,,
285613,3030,Q8NC24,P40939,RELL2,HADHA,,,
116254,84918,Q9NU53,Q86VZ4,C6orf72,LRP11,,,
1667,1956,UNKNOWN,P00533,DEFA1,EGFR,,,
7288,22954,O00295,Q13049,TULP2,TRIM32,,,
389,2720,P08134,P16278-3,RHOC,GLB1,,,
134285,55027,Q8WVE6,Q7Z4Q2,TMEM171,HEATR3,,,
5127,1457,Q00536,P68400,CDK16,CSNK2A1,,,
2248,90957,P11487,Q6P158,FGF3,DHX57,,,
56125,10367,Q9Y5F2,Q9BPX6-2,PCDHB11,CBARA1,,,
2520,10444,P01350,Q7Z7L7,GAST,ZER1,,,
26953,201158,O60518,Q96ET8-3,RANBP6,FAM18B2,,,
22915,1893,Q13201,Q16610-2,MMRN1,ECM1,,,
23543,5937,O43251-10,P29558-2,RBFOX2,RBMS1,,,
4722,4695,O75489,O43678,NDUFS3,NDUFA2,,,
114990,3956,Q6EMK4,P09382,VASN,LGALS1,,,
8434,51,O95980,Q15067-2,RECK,ACOX1,,,
23107,28973,Q92552,Q9Y676,MRPS27,MRPS18B,,,
93611,6500,Q9H4M3-2,P63208,FBXO44,SKP1,,,
50674,2091,Q9Y4Z2,P22087,NEUROG3,FBL,,,
10653,51599,O43291,Q86X29,SPINT2,LSR,,,
23588,5201,Q9Y2U9,O60925,KLHDC2,PFDN1,,,
1543,120,P04798,Q9UEY8-2,CYP1A1,ADD3,,,
6168,9013,P61513,Q15572-6,RPL37A,TAF1C,,,
11017,1845,Q8WVK2,P51452,SNRNP27,DUSP3,,,
51564,79699,Q8WUI4-10,Q9C0D3,HDAC7,ZYG11B,,,
90203,5427,Q5JZH5,P56282,SNX21,POLE2,,,
171482,9221,Q8IZU1,Q14978-2,FAM9A,NOLC1,,,
1937,3895,P26641,Q86UP2-2,EEF1G,KTN1,,,
642843,81608,A6NMK7,Q6UN15-3,CPSF4L,FIP1L1,,,
64288,55602,Q96LW9,Q9NXV6,ZNF323,CDKN2AIP,,,
64850,51530,Q8TBG4,Q86WB0,AGXT2L1,ZC3HC1,,,
3293,345651,P37058,Q562R1,HSD17B3,ACTBL2,,,
2844,128486,Q99679,Q8N6M3,GPR21,FITM2,,,
8452,84861,Q13618-2,Q53GT1,CUL3,KLHL22,,,
54629,153364,Q8NBR6-2,Q68D91,FAM63B,MBLAC2,,,
84324,84271,P82979,Q9BY77-2,SARNP,POLDIP3,,,
84932,55236,Q8WUD1,A0AVT1,RAB2B,UBA6,,,
586,55689,P54687,Q9ULM3,BCAT1,YEATS2,,,
84948,64795,Q53EQ6,Q9H871,TIGD5,RMND5A,,,
224,545,P51648-2,Q13535,ALDH3A2,ATR,,,
440533,23753,Q9UQ74,Q9HCN8,PSG8,SDF2L1,,,
153364,6774,Q68D91,P40763-2,MBLAC2,STAT3,,,
23439,3679,Q9UN42-2,Q13683-12,ATP1B4,ITGA7,,,
340547,54733,Q86XK7,Q8IXU6-3,VSIG1,SLC35F2,,,
340578,9361,Q5VW00,P36776,DCAF12L2,LONP1,,,
81488,55295,P0CAP2-3,Q53HC5,GRINL1A,KLHL26,,,
6636,9343,P62306,Q15029,SNRPF,EFTUD2,,,
353174,57463,Q401N2,Q86WK6,ZACN,AMIGO1,,,
80174,4131,Q8NFT6-2,P46821,DBF4B,MAP1B,,,
9933,6138,Q15397,P61313,KIAA0020,RPL15,,,
5702,9349,P17980,P62829,PSMC3,RPL23,,,
55011,11321,Q9NWS0,Q9HCN4,PIH1D1,GPN1,,,
3113,8034,P20036,P16260,HLA-DPA1,SLC25A16,,,
54542,345651,Q9HBD1-4,Q562R1,RC3H2,ACTBL2,,,
9112,57473,Q13330-2,Q96KM6,MTA1,ZNF512B,,,
1136,10402,P32297-1,Q9Y274,CHRNA3,ST3GAL6,,,
79867,124446,Q96GX1,Q86XT9,TCTN2,TMEM219,,,
283375,25864,Q6ZMH5,Q9BUJ0,SLC39A5,ABHD14A,,,
240,154810,P09917,Q8IY63-2,ALOX5,AMOTL1,,,
83877,55244,UNKNOWN,Q96FL8-3,TM2D2,SLC47A1,,,
3646,84726,P60228,Q5JSZ5-5,EIF3E,PRRC2B,,,
147923,3014,Q8TAQ5,P16104,ZNF420,H2AFX,,,
27122,55700,Q9UBP4,Q3KQU3-2,DKK3,MAP7D1,,,
5155,26155,P01127,Q9Y3T9,PDGFB,NOC2L,,,
83463,259266,Q9BW11-3,Q8IZT6,MXD3,ASPM,,,
27314,51399,Q15771,Q9Y296,RAB30,TRAPPC4,,,
11127,55361,Q9Y496,Q9BTU6,KIF3A,PI4K2A,,,
440533,3679,Q9UQ74,Q13683-12,PSG8,ITGA7,,,
23464,4726,O75600,O75380,GCAT,NDUFS6,,,
23212,2733,Q15050,Q53GS7,RRS1,GLE1,,,
8747,9236,Q9UKJ8,Q9ULG6-2,ADAM21,CCPG1,,,
79805,283458,Q86V25-4,O60361,VASH2,NME2P1,,,
6570,10328,E9PDJ5,O43402,SLC18A1,COX4NB,,,
283471,8323,Q86WS5,O60353,TMPRSS12,FZD6,,,
27120,5654,Q9UK85,Q92743,DKKL1,HTRA1,,,
27175,6950,Q9NRH3,P17987,TUBG2,TCP1,,,
59271,51635,P58658,Q9Y394-2,C21orf63,DHRS7,,,
910,492,P29016,Q16720-2,CD1B,ATP2B3,,,
3014,4175,P16104,Q14566,H2AFX,MCM6,,,
64748,29922,Q96GM1,Q9Y5B8-2,LPPR2,NME7,,,
10492,54915,O60506-2,Q9BYJ9,SYNCRIP,YTHDF1,,,
26112,9070,Q9H8E5,Q9UBL3-2,CCDC69,ASH2L,,,
7048,26020,P37173,Q7Z4F1,TGFBR2,LRP10,,,
5268,3157,P36952,Q01581,SERPINB5,HMGCS1,,,
3123,5140,P01911,Q13370,HLA-DRB1,PDE3B,,,
51019,84062,Q9Y3C0,Q96EV8-2,CCDC53,DTNBP1,,,
2045,7277,Q15375-2,P68366,EPHA7,TUBA4A,,,
3398,1102,Q02363,O95199-2,ID2,RCBTB2,,,
285848,10190,Q8N8W4-2,O14530,PNPLA1,TXNDC9,,,
79576,25852,Q8N5F7,Q8IUR7-2,NKAP,ARMC8,,,
56134,51560,Q9Y5I4-2,Q9NRW1,PCDHAC2,RAB6B,,,
55572,55471,Q96CU9-2,Q7L592-2,FOXRED1,C2orf56,,,
54961,65094,Q8TE77-2,Q9H9V9-2,SSH3,JMJD4,,,
144811,25942,Q8IV20,Q96ST3,C13orf31,SIN3A,,,
84549,117246,Q9BXY0,Q8IY81,MAK16,FTSJ3,,,
11326,4535,Q9Y279,P03886,VSIG4,ND1,,,
2202,51162,Q12805-2,Q9UHF1,EFEMP1,EGFL7,,,
340273,84919,Q2M3G0,Q5SWA1,ABCB5,PPP1R15B,,,
79839,9847,Q68D86-3,B4DRN7,CCDC102B,KIAA0528,,,
9466,821,Q6UWB1,P27824,IL27RA,CANX,,,
56901,345651,Q9NRX3,Q562R1,NDUFA4L2,ACTBL2,,,
79823,25831,Q7Z624,Q9ULT8,CAMKMT,HECTD1,,,
145483,80311,Q96MY7,Q96M94,FAM161B,KLHL15,,,
2548,728577,P10253,Q96NU0,GAA,CNTNAP3B,,,
10618,2590,O43493-2,Q10471,TGOLN2,GALNT2,,,
83463,55758,Q9BW11-3,Q9P2K3-3,MXD3,RCOR3,,,
92609,7745,Q3ZCQ8-2,Q15776,TIMM50,ZNF192,,,
79064,8795,A0PJW6,O14763-2,TMEM223,TNFRSF10B,,,
10769,210,Q9NYY3,P13716-2,PLK2,ALAD,,,
6564,80723,P46059,Q8TBE7,SLC15A1,TMEM22,,,
55290,100509631,Q9HAW0,F5H8C6,BRF2,LOC100509631,,,
3594,4017,P42701-3,Q9Y4K0,IL12RB1,LOXL2,,,
4856,4790,P48745,P19838-2,NOV,NFKB1,,,
93145,2588,O95897,P34059,OLFM2,GALNS,,,
7124,4012,P01375,Q9UIQ6-2,TNF,LNPEP,,,
2248,26155,P11487,Q9Y3T9,FGF3,NOC2L,,,
54148,115416,Q9NYK5-2,Q96EH3,MRPL39,C7orf30,,,
4618,57325,P23409,Q9H8E8-2,MYF6,CSRP2BP,,,
346689,51162,A4D1S0,Q9UHF1,KLRG2,EGFL7,,,
3178,5976,P09651-2,Q92900-2,HNRNPA1,UPF1,,,
60313,3646,Q9HC44,P60228,GPBP1L1,EIF3E,,,
84818,5140,Q8NAC3-2,Q13370,IL17RC,PDE3B,,,
345651,10576,Q562R1,P78371,ACTBL2,CCT2,,,
26100,1801,Q9Y4P8,Q9BZG8,WIPI2,DPH1,,,
25791,57380,Q8N5V2,Q9HD23,NGEF,MRS2,,,
491,23534,Q01814-5,Q9Y5L0-3,ATP2B2,TNPO3,,,
54148,65008,Q9NYK5-2,Q9BYD6,MRPL39,MRPL1,,,
51177,56270,Q53GL0,Q5MNZ6,PLEKHO1,WDR45L,,,
162427,479,Q86VR2,P54707-2,FAM134C,ATP12A,,,
79862,10155,Q96BR6,Q13263-2,ZNF669,TRIM28,,,
85444,6801,Q9C099-2,O43815,LRRCC1,STRN,,,
8881,65094,Q13042-2,Q9H9V9-2,CDC16,JMJD4,,,
4907,381,P21589,P84085,NT5E,ARF5,,,
284654,90070,Q2MKA7,Q9GZZ8,RSPO1,LACRT,,,
79159,84186,Q9UGY1,Q8N3Z6,NOL12,ZCCHC7,,,
64768,2137,Q9H8X2,O43909,IPPK,EXTL3,,,
6208,5612,P62263,O43422,RPS14,PRKRIR,,,
93979,9019,Q8WXQ8,O95297-2,CPA5,MPZL1,,,
64805,22908,Q9H244,Q9NTJ5,P2RY12,SACM1L,,,
4956,10576,Q14990,P78371,ODF1,CCT2,,,
55122,653489,Q53H80,A6NKT7,AKIRIN2,RGPD3,,,
146540,1591,A8K8V0-2,Q07973,ZNF785,CYP24A1,,,
3010,29889,P22492,Q13823,HIST1H1T,GNL2,,,
2158,7528,P00740,P25490,F9,YY1,,,
2844,51103,Q99679,Q9Y375,GPR21,NDUFAF1,,,
10022,2588,Q9Y5Q6,P34059,INSL5,GALNS,,,
25809,11080,O95922,Q9UDY4,TTLL1,DNAJB4,,,
202374,8530,Q8WU08-2,O76096,STK32A,CST7,,,
5831,65263,P32322,Q53H96,PYCR1,PYCRL,,,
55633,84290,Q9NU19,Q96L46,TBC1D22B,CAPNS2,,,
10969,6122,Q99848,P39023,EBNA1BP2,RPL3,,,
924,91663,P09564,Q96S97,CD7,MYADM,,,
9412,203111,Q13503,Q6P6B1,MED21,C8orf47,,,
51329,55421,Q66PJ3-2,Q53F19-2,ARL6IP4,C17orf85,,,
8641,23400,Q9UN71-2,Q9NQ11-2,PCDHGB4,ATP13A2,,,
90273,2043,Q3KPI0-2,P54764,CEACAM21,EPHA4,,,
8976,345651,O00401,Q562R1,WASL,ACTBL2,,,
113189,9950,Q8NCH0,Q8TBA6,CHST14,GOLGA5,,,
3104,221785,P10074,Q6NSZ9,ZBTB48,ZNF498,,,
7132,51635,P19438-2,Q9Y394-2,TNFRSF1A,DHRS7,,,
