cluster,geneID,SymbolA,SymbolB
32,23210,JMJD6,CCNL1,
32,23210,JMJD6,WDR33,
32,23210,JMJD6,BRD4,
32,23210,JMJD6,PPIG,
32,23210,JMJD6,SCAF8,
32,23210,JMJD6,WDR48,
32,23210,JMJD6,LUC7L3,
32,23210,JMJD6,UAP1,
32,23210,JMJD6,GTF2F1,
32,23210,JMJD6,CHERP,
32,23210,JMJD6,RBM27,
32,23210,JMJD6,TAF7,
32,23210,JMJD6,DIDO1,
32,23210,JMJD6,RBM39,
32,23210,JMJD6,ZNF24,
32,23210,JMJD6,NUDT21,
32,23210,JMJD6,HBS1L,
32,23210,JMJD6,C9orf86,
32,23210,JMJD6,RNF138,
32,23210,JMJD6,PUF60,
32,23210,JMJD6,RBMX2,
32,23210,JMJD6,U2SURP,
32,23210,JMJD6,ZRSR1,
32,23210,JMJD6,DKC1,
32,23210,JMJD6,RPS7,
32,23210,JMJD6,C9orf82,
32,23210,JMJD6,SETD2,
32,23350,U2SURP,PLOD1,
32,23350,U2SURP,CSTF2T,
33,5682,PSMA1,PSMG4,
33,5682,PSMA1,PSMB4,
33,5682,PSMA1,PSMB7,
33,5682,PSMA1,PSMG2,
33,5682,PSMA1,PSME4,
33,5682,PSMA1,PSMG3,
33,5682,PSMA1,PSMB9,
33,5682,PSMA1,PSME2,
33,5682,PSMA1,POMP,
33,5682,PSMA1,PSME1,
33,5682,PSMA1,PSMG1,
33,5682,PSMA1,PSMA3,
33,5682,PSMA1,PSMA6,
33,5682,PSMA1,PSMA7,
33,5682,PSMA1,PSMA2,
33,5682,PSMA1,PSMB5,
33,5682,PSMA1,PSMA4,
33,5682,PSMA1,PSMA5,
33,5689,PSMB1,PSMA8,
33,5689,PSMB1,PSME4,
33,5689,PSMB1,PSMB4,
33,5689,PSMB1,PSMB7,
33,5689,PSMB1,POMP,
33,5689,PSMB1,PSME2,
33,5689,PSMB1,PSMG2,
33,5689,PSMB1,PSMA1,
33,5689,PSMB1,PSME1,
33,5689,PSMB1,PSMB9,
33,5689,PSMB1,PSMA7,
33,5689,PSMB1,PSMA2,
33,5689,PSMB1,PSMA6,
33,5689,PSMB1,PSMA4,
33,5689,PSMB1,PSMG1,
33,5689,PSMB1,PSMB5,
33,5689,PSMB1,PSMA5,
33,5689,PSMB1,PSMA3,
33,5689,PSMB1,PSMB6,
33,5689,PSMB1,FBXO7,
33,5689,PSMB1,PSMD7,
33,5689,PSMB1,PSMD11,
33,5689,PSMB1,PSMC4,
33,5689,PSMB1,PSMD1,
33,5690,PSMB2,PSMB4,
33,5690,PSMB2,PSME4,
33,5690,PSMB2,AKIRIN2,
33,5690,PSMB2,PSMB1,
33,5690,PSMB2,PSMB3,
33,5690,PSMB2,PSMB7,
33,5690,PSMB2,PSMG2,
33,5690,PSMB2,PSME2,
33,5690,PSMB2,POMP,
33,5690,PSMB2,PSMA1,
33,5690,PSMB2,PSME1,
33,5690,PSMB2,PSMF1,
33,5690,PSMB2,PSMA3,
33,5690,PSMB2,PSMA7,
33,5690,PSMB2,PSMB5,
33,5690,PSMB2,PSMA2,
33,5690,PSMB2,FBXO7,
33,5690,PSMB2,PSMB6,
33,5690,PSMB2,PSMG1,
33,5690,PSMB2,PSMA4,
33,5690,PSMB2,PSMA5,
33,5690,PSMB2,PSMA6,
33,5690,PSMB2,PSMD11,
33,5691,PSMB3,PSMB9,
33,5691,PSMB3,PSMA8,
33,5691,PSMB3,PSMB7,
33,5691,PSMB3,PSME2,
33,5691,PSMB3,POMP,
33,5691,PSMB3,PSMB4,
33,5691,PSMB3,AKIRIN2,
33,5691,PSMB3,PSME1,
33,5691,PSMB3,PSMA1,
33,5691,PSMB3,PSME4,
33,5691,PSMB3,PSMB1,
33,5691,PSMB3,PSMG2,
33,5691,PSMB3,C20orf111,
33,5691,PSMB3,RNF181,
33,5691,PSMB3,PSMF1,
33,5691,PSMB3,PSMG4,
33,5691,PSMB3,PSMG1,
33,5691,PSMB3,PSMG3,
33,5691,PSMB3,PSMB10,
33,5691,PSMB3,FBXO7,
33,5691,PSMB3,PSMD13,
33,5691,PSMB3,FANCB,
33,5691,PSMB3,PSMD6,
33,5691,PSMB3,PSMC6,
33,5691,PSMB3,PSMD11,
33,5691,PSMB3,PSMD7,
33,5691,PSMB3,PSMA6,
33,5691,PSMB3,PSMD14,
33,5691,PSMB3,PSMD1,
33,5691,PSMB3,PSMA7,
33,5691,PSMB3,PSMC2,
33,5691,PSMB3,AKIRIN1,
33,5691,PSMB3,PSMB5,
33,5691,PSMB3,PSMA2,
33,5691,PSMB3,PSMB6,
33,5691,PSMB3,PSMA3,
33,5691,PSMB3,PSMD8,
33,5691,PSMB3,PSMD12,
33,5691,PSMB3,PSMC5,
33,5691,PSMB3,FAM192A,
33,5691,PSMB3,PSMD3,
33,5691,PSMB3,PSME3,
33,5691,PSMB3,PSMA4,
33,5691,PSMB3,PSMC3,
33,5691,PSMB3,PSMD2,
33,5691,PSMB3,PSMD4,
33,5691,PSMB3,PSMC1,
33,5691,PSMB3,PSMC4,
33,5692,PSMB4,PSMA8,
33,5692,PSMB4,PSMB7,
33,5692,PSMB4,PSME4,
33,5692,PSMB4,PSMB9,
33,5692,PSMB4,PSME2,
33,5692,PSMB4,POMP,
33,5692,PSMB4,FBXO7,
33,5692,PSMB4,PSME1,
33,5692,PSMB4,PSMF1,
33,5692,PSMB4,PSMA3,
33,5692,PSMB4,PSMA7,
33,5692,PSMB4,PSMG2,
33,5692,PSMB4,PSMA2,
33,5692,PSMB4,PSMB5,
33,5692,PSMB4,PSMA6,
33,5692,PSMB4,PSMA4,
33,5692,PSMB4,PSMA5,
33,5692,PSMB4,PSMB6,
33,5692,PSMB4,PSMG1,
33,5692,PSMB4,PSMD11,
33,5695,PSMB7,PSMA8,
33,5695,PSMB7,NAA25,
33,5695,PSMB7,PSMB9,
33,5695,PSMB7,PSME4,
33,5695,PSMB7,POMP,
33,5695,PSMB7,PSME2,
33,5695,PSMB7,PSMF1,
33,5695,PSMB7,PSME1,
33,5695,PSMB7,FBXO7,
33,5695,PSMB7,PSMA2,
33,5695,PSMB7,PSMG1,
33,5695,PSMB7,PSMB5,
33,5695,PSMB7,PSMA3,
33,5695,PSMB7,PSMA6,
33,5695,PSMB7,PSMA7,
33,5695,PSMB7,PSMA4,
33,5695,PSMB7,PSMA5,
33,5695,PSMB7,PSMB6,
33,5695,PSMB7,PSMG3,
33,5695,PSMB7,PSMD11,
33,5695,PSMB7,PSMD3,
33,5698,PSMB9,PSMA8,
33,5698,PSMB9,POMP,
33,5698,PSMB9,PSME2,
33,5698,PSMB9,PSME4,
33,5698,PSMB9,PSME1,
33,5698,PSMB9,CKM,
33,5698,PSMB9,PSMG1,
33,5698,PSMB9,PSMF1,
33,5698,PSMB9,RNF181,
33,5698,PSMB9,C20orf111,
33,5698,PSMB9,PSMG3,
33,5698,PSMB9,PSMG4,
33,5698,PSMB9,PSMA7,
33,5698,PSMB9,PSMA2,
33,5698,PSMB9,PSMD13,
33,5698,PSMB9,PSMA6,
33,5698,PSMB9,PSMD12,
33,5698,PSMB9,PSMD11,
33,5698,PSMB9,PSMA3,
33,5698,PSMB9,PSMD6,
33,5698,PSMB9,PSME3,
33,5698,PSMB9,PSMC2,
33,5698,PSMB9,PSMD14,
33,5698,PSMB9,PSMB5,
33,5698,PSMB9,PSMD1,
33,5698,PSMB9,PSMA5,
33,5698,PSMB9,PSMD7,
33,5698,PSMB9,PSMC3,
33,5698,PSMB9,PSMA4,
33,5698,PSMB9,FAM192A,
33,5698,PSMB9,PSMC5,
33,5698,PSMB9,PSMD4,
33,5698,PSMB9,USP15,
33,5698,PSMB9,PSMD3,
33,5698,PSMB9,PSMC1,
33,5698,PSMB9,PSMC6,
33,5698,PSMB9,PSMB2,
33,5698,PSMB9,PSMD2,
33,5698,PSMB9,FBXO7,
33,5698,PSMB9,PSMC4,
33,5698,PSMB9,PSMD8,
33,9491,PSMF1,PSMB1,
33,9491,PSMF1,HIST1H1A,
33,9491,PSMF1,PSMA1,
33,56984,PSMG2,PSMB9,
33,56984,PSMG2,PSMG1,
33,56984,PSMG2,PSMG4,
33,56984,PSMG2,PSMF1,
33,56984,PSMG2,POMP,
33,56984,PSMG2,FBXO7,
33,56984,PSMG2,PSMG3,
33,56984,PSMG2,PSMB7,
33,56984,PSMG2,PSME1,
34,57585,CRAMP1L,GON4L,
34,57585,CRAMP1L,NPAT,
34,57585,CRAMP1L,SMEK2,
34,57585,CRAMP1L,SS18L2,
34,57585,CRAMP1L,USP20,
34,57585,CRAMP1L,SMEK1,
34,57585,CRAMP1L,PPP4R2,
34,57585,CRAMP1L,AKAP11,
34,3014,H2AFX,HIST1H2BO,
34,3014,H2AFX,HIST1H2BD,
34,3014,H2AFX,GON4L,
34,3014,H2AFX,TONSL,
34,3014,H2AFX,HIST1H1C,
34,3014,H2AFX,PHF14,
34,3014,H2AFX,MMS22L,
34,3014,H2AFX,HIST1H1T,
34,3014,H2AFX,IPO9,
34,3014,H2AFX,HIST2H3PS2,
34,3014,H2AFX,CRAMP1L,
34,3014,H2AFX,PARP2,
34,3014,H2AFX,MIER1,
34,3014,H2AFX,SUPT16H,
34,3014,H2AFX,XPC,
34,3014,H2AFX,YBX2,
34,3014,H2AFX,SS18L2,
34,3014,H2AFX,HIST2H2AB,
34,3014,H2AFX,MIER3,
34,3014,H2AFX,LIG3,
34,3014,H2AFX,SSRP1,
34,3014,H2AFX,C16orf87,
34,3014,H2AFX,PPM1G,
34,3014,H2AFX,ZC3HAV1,
34,3014,H2AFX,NPAT,
34,3014,H2AFX,RPS27A,
34,3014,H2AFX,XRCC6,
34,3014,H2AFX,CETN2,
34,3014,H2AFX,MCM2,
34,3014,H2AFX,NPM1,
34,3014,H2AFX,CHD1L,
34,3014,H2AFX,GAN,
34,3014,H2AFX,MCM4,
34,3014,H2AFX,RPL26L1,
34,3014,H2AFX,TIMELESS,
34,3014,H2AFX,PARP1,
34,3014,H2AFX,PABPC4L,
34,3014,H2AFX,RPS2,
34,3014,H2AFX,RPS3,
34,3014,H2AFX,SUPT6H,
34,3014,H2AFX,RPS15,
34,3014,H2AFX,ILF2,
34,3014,H2AFX,CCDC86,
34,3014,H2AFX,NAP1L1,
34,3014,H2AFX,HIST2H4A,
34,3014,H2AFX,CTCF,
34,3014,H2AFX,H2AFY,
34,3014,H2AFX,YBX1,
34,3014,H2AFX,GINS2,
34,3014,H2AFX,ANKHD1,
34,3014,H2AFX,RPS16,
34,3014,H2AFX,MCM6,
34,3014,H2AFX,KRR1,
34,3014,H2AFX,CXXC1,
34,3014,H2AFX,ZCCHC9,
34,3014,H2AFX,GINS3,
34,3014,H2AFX,RPS3A,
34,3014,H2AFX,RPS10,
34,3014,H2AFX,ZBTB24,
34,3014,H2AFX,LARP1B,
34,3014,H2AFX,UPF1,
34,3014,H2AFX,RPS18,
34,3014,H2AFX,RBM19,
34,3014,H2AFX,ZNF22,
34,3014,H2AFX,RPS6,
34,3014,H2AFX,ELAVL2,
34,3014,H2AFX,GINS4,
34,3014,H2AFX,RPS28,
34,3014,H2AFX,DKC1,
34,3014,H2AFX,RPL8,
34,3014,H2AFX,ZNF498,
34,3014,H2AFX,RPS9,
34,3014,H2AFX,CSDA,
34,3014,H2AFX,RPL23A,
34,3014,H2AFX,RPS5,
34,3014,H2AFX,MRPS35,
34,3014,H2AFX,RPL19,
34,3014,H2AFX,ZNF574,
34,3980,LIG3,JMJD4,
34,3980,LIG3,C7orf55,
34,3980,LIG3,TOP3A,
34,3980,LIG3,PREPL,
34,3980,LIG3,NDUFS6,
34,3980,LIG3,RSAD1,
34,3980,LIG3,LARS2,
34,79829,NAA40,UBA52,
34,79829,NAA40,PARP2,
34,79829,NAA40,ANGEL2,
34,79829,NAA40,SUPT16H,
34,79829,NAA40,METAP1,
34,79829,NAA40,XPC,
34,79829,NAA40,TPP2,
34,79829,NAA40,SSRP1,
34,79829,NAA40,H2AFY,
34,79829,NAA40,ATG7,
34,79829,NAA40,GLRX3,
34,79829,NAA40,HIST2H2AB,
34,79829,NAA40,MCM2,
34,81847,RNF146,CHD1L,
34,81847,RNF146,PARP2,
34,81847,RNF146,XPC,
34,81847,RNF146,LIG3,
34,81847,RNF146,SUPT16H,
34,81847,RNF146,SSRP1,
34,81847,RNF146,PARP1,
34,81847,RNF146,CETN2,
34,6749,SSRP1,TONSL,
34,6749,SSRP1,MMS22L,
34,6749,SSRP1,SUPT16H,
34,6749,SSRP1,XPC,
34,6749,SSRP1,TIMELESS,
34,6749,SSRP1,MCM2,
34,6749,SSRP1,MCM4,
34,6749,SSRP1,TRAPPC8,
34,6749,SSRP1,EPB41L5,
34,6749,SSRP1,HIST2H2AB,
34,6749,SSRP1,SUPT6H,
34,6749,SSRP1,MCM6,
34,6749,SSRP1,GINS4,
34,6749,SSRP1,MCM7,
34,6749,SSRP1,PARP1,
34,6749,SSRP1,CSNK2A1,
34,79968,WDR76,GAN,
34,79968,WDR76,PARP2,
34,79968,WDR76,SUPT16H,
34,79968,WDR76,HIST2H3PS2,
34,79968,WDR76,XPC,
34,79968,WDR76,LIG3,
34,79968,WDR76,SSRP1,
34,79968,WDR76,HELLS,
34,79968,WDR76,PARP1,
34,7508,XPC,HIST1H2BO,
34,7508,XPC,HIST1H2BD,
34,7508,XPC,CETN2,
34,7508,XPC,PARP2,
34,7508,XPC,CETN3,
34,7508,XPC,APOBEC3C,
34,7508,XPC,H2AFY2,
34,7508,XPC,SUPT16H,
34,7508,XPC,PARP1,
34,7508,XPC,HIST2H2AB,
34,7508,XPC,HIST1H2AG,
34,7508,XPC,H2AFY,
34,7508,XPC,HIST2H4A,
35,51184,GPN3,GRINL1A,
35,51184,GPN3,POLR3E,
35,51184,GPN3,POLR3D,
35,51184,GPN3,RPAP2,
35,51184,GPN3,POLR3K,
35,51184,GPN3,POLR2G,
35,51184,GPN3,POLR3H,
35,51184,GPN3,POLR1E,
35,51184,GPN3,POLR3B,
35,51184,GPN3,CD3EAP,
35,51184,GPN3,POLR1C,
35,51184,GPN3,POLR3A,
35,51184,GPN3,GPN1,
35,51184,GPN3,PIH1D1,
35,51184,GPN3,CRNN,
35,51184,GPN3,POLR1A,
35,51184,GPN3,POLR2I,
35,51184,GPN3,POLR2A,
35,51184,GPN3,POLR1B,
35,51184,GPN3,PPP1CA,
35,51184,GPN3,POLR2C,
35,51184,GPN3,POLR2L,
35,51184,GPN3,POLR1D,
35,51184,GPN3,RPRD1A,
35,51184,GPN3,EPHA4,
35,51184,GPN3,POLR2B,
35,51184,GPN3,DAAM1,
35,9533,POLR1C,POLR3D,
35,9533,POLR1C,POLR3G,
35,9533,POLR1C,CRCP,
35,9533,POLR1C,POLR3F,
35,9533,POLR1C,POLR3E,
35,9533,POLR1C,POLR3C,
35,9533,POLR1C,POLR3H,
35,9533,POLR1C,CD3EAP,
35,9533,POLR1C,POLR1E,
35,9533,POLR1C,RRN3,
35,9533,POLR1C,POLR3K,
35,9533,POLR1C,POLR3B,
35,9533,POLR1C,POLR3A,
35,9533,POLR1C,POLR1A,
35,9533,POLR1C,POLR2J,
35,9533,POLR1C,POLR1B,
35,9533,POLR1C,POLR1D,
35,9533,POLR1C,TRMT61B,
35,9533,POLR1C,POLR2L,
35,9533,POLR1C,RPAP1,
35,5434,POLR2E,POLR3H,
35,5434,POLR2E,POLR3G,
35,5434,POLR2E,POLR3F,
35,5434,POLR2E,POLR3D,
35,5434,POLR2E,POLR3E,
35,5434,POLR2E,ZNF589,
35,5434,POLR2E,POLR3K,
35,5434,POLR2E,POLR1E,
35,5434,POLR2E,POLR3C,
35,5434,POLR2E,POLR3B,
35,5434,POLR2E,CD3EAP,
35,5434,POLR2E,HELB,
35,5434,POLR2E,POLR3A,
35,5434,POLR2E,GRINL1A,
35,5434,POLR2E,RPAP2,
35,5434,POLR2E,GPN3,
35,5434,POLR2E,RECQL5,
35,5434,POLR2E,POLR1A,
35,5434,POLR2E,POLR1B,
35,5434,POLR2E,POLR2I,
35,5434,POLR2E,CSNK2A2,
35,5434,POLR2E,PIH1D1,
35,5434,POLR2E,POLR2A,
35,5434,POLR2E,POLR2G,
35,5434,POLR2E,PPP1CA,
35,5434,POLR2E,C11orf84,
35,5434,POLR2E,C19orf2,
35,5434,POLR2E,POLR1C,
35,5434,POLR2E,POLR2L,
35,5434,POLR2E,BRMS1,
35,5434,POLR2E,CSNK2B,
35,5434,POLR2E,CSNK2A1,
35,5434,POLR2E,ST7,
35,5434,POLR2E,SUPT6H,
35,661,POLR3D,POLR3E,
35,661,POLR3D,POLR3F,
35,661,POLR3D,CRCP,
35,661,POLR3D,POLR3C,
35,661,POLR3D,POLR3H,
35,661,POLR3D,POLR3G,
35,661,POLR3D,POLR3K,
35,661,POLR3D,POLR3B,
35,661,POLR3D,POLR3A,
35,661,POLR3D,POLR2L,
35,661,POLR3D,POLR1D,
35,55718,POLR3E,POLR3G,
35,55718,POLR3E,POLR3H,
35,55718,POLR3E,POLR3F,
35,55718,POLR3E,POLR3C,
35,55718,POLR3E,POLR3B,
35,55718,POLR3E,CRCP,
35,55718,POLR3E,POLR3A,
35,55718,POLR3E,ACAD11,
35,55718,POLR3E,POLR3K,
35,55718,POLR3E,SLC25A20,
35,55718,POLR3E,SLC25A14,
35,55718,POLR3E,TUBA4A,
35,55718,POLR3E,BAG5,
35,55718,POLR3E,GNB2,
35,84265,POLR3GL,POLR3F,
35,84265,POLR3GL,POLR3H,
35,84265,POLR3GL,POLR3E,
35,84265,POLR3GL,POLR3C,
35,84265,POLR3GL,POLR3B,
35,84265,POLR3GL,POLR3D,
35,84265,POLR3GL,CRCP,
35,84265,POLR3GL,POLR3K,
35,84265,POLR3GL,POLR3A,
35,84265,POLR3GL,POLR1C,
35,84265,POLR3GL,POLR2L,
35,84265,POLR3GL,OBSL1,
35,84265,POLR3GL,POLR1D,
35,84265,POLR3GL,CHRNA9,
35,221830,TWISTNB,RRN3,
35,221830,TWISTNB,POLR1C,
35,221830,TWISTNB,POLR1A,
35,221830,TWISTNB,POLR1B,
36,79722,ANKRD55,TTC30A,
36,79722,ANKRD55,IFT52,
36,79722,ANKRD55,IFT46,
36,79722,ANKRD55,IFT74,
36,79722,ANKRD55,TTC30B,
36,79722,ANKRD55,HIF1AN,
36,79722,ANKRD55,MIB1,
36,79722,ANKRD55,YWHAG,
36,79722,ANKRD55,YWHAZ,
36,79722,ANKRD55,TRIP6,
36,200894,ARL13B,TTC30A,
36,200894,ARL13B,IFT81,
36,200894,ARL13B,IFT46,
36,200894,ARL13B,IFT74,
36,200894,ARL13B,IFT52,
36,200894,ARL13B,RABL5,
36,200894,ARL13B,ANKRD50,
36,200894,ARL13B,STK25,
36,200894,ARL13B,PDXDC1,
36,200894,ARL13B,FASTKD1,
36,115948,CCDC151,IFT88,
36,115948,CCDC151,CENPH,
36,115948,CCDC151,IFT46,
36,115948,CCDC151,RABL5,
36,115948,CCDC151,IFT74,
36,115948,CCDC151,NSMCE4A,
36,115948,CCDC151,CCDC22,
36,115948,CCDC151,COMMD8,
36,115948,CCDC151,GOLGA5,
36,115948,CCDC151,RGPD5,
36,115948,CCDC151,COMMD3,
36,115948,CCDC151,SNAPIN,
36,115948,CCDC151,IFT81,
36,115948,CCDC151,FBXL4,
36,115948,CCDC151,COMMD2,
36,115948,CCDC151,MTFR1,
36,115948,CCDC151,CEP170,
36,23059,CLUAP1,EFCAB4B,
36,55081,IFT57,TTC30A,
36,55081,IFT57,CORO1A,
36,55081,IFT57,TTC30B,
36,55081,IFT57,IFT80,
36,55081,IFT57,TRAF3IP1,
36,55081,IFT57,IFT88,
36,55081,IFT57,SYNE1,
36,55081,IFT57,IFT20,
36,55081,IFT57,COG6,
36,55081,IFT57,IFT172,
36,55081,IFT57,HOMER1,
36,55081,IFT57,IFT81,
36,55081,IFT57,IFT46,
36,55081,IFT57,RABL5,
36,55081,IFT57,SPAG5,
36,55081,IFT57,IFT52,
36,55081,IFT57,IFT74,
36,55081,IFT57,HOMER2,
36,55081,IFT57,HSBP1,
36,55081,IFT57,RABEP2,
36,55081,IFT57,CLUAP1,
36,55081,IFT57,TRPM4,
36,55081,IFT57,EHBP1,
36,55081,IFT57,POC1A,
36,55081,IFT57,TRAF7,
36,55081,IFT57,C15orf23,
36,55081,IFT57,CENPH,
36,55081,IFT57,HOMER3,
36,55081,IFT57,NEDD1,
36,55081,IFT57,ATP9A,
36,55081,IFT57,CDR2,
36,55081,IFT57,HOOK3,
36,55081,IFT57,STX18,
36,55081,IFT57,EXOC7,
36,55081,IFT57,CCDC101,
36,55081,IFT57,BNIP1,
36,55081,IFT57,TTC26,
36,80173,IFT74,SIGLEC7,
36,80173,IFT74,TSPYL4,
36,80173,IFT74,C15orf23,
36,80173,IFT74,RABL5,
36,80173,IFT74,IFT46,
36,80173,IFT74,IFT52,
36,80173,IFT74,LRRFIP1,
36,80173,IFT74,CREB1,
36,28981,IFT81,IFT74,
36,28981,IFT81,PRAME,
36,28981,IFT81,NDC80,
36,28981,IFT81,IFT46,
36,28981,IFT81,KIAA1712,
36,28981,IFT81,PCM1,
36,28981,IFT81,SPATA5L1,
36,79989,TTC26,HK3,
36,92104,TTC30A,CLUAP1,
36,92104,TTC30A,IFT81,
36,92104,TTC30A,TRAF3IP1,
36,92104,TTC30A,IFT52,
36,92104,TTC30A,IFT88,
36,92104,TTC30A,IFT46,
36,92104,TTC30A,IFT80,
36,92104,TTC30A,RABL5,
36,92104,TTC30A,IFT74,
36,92104,TTC30A,IFT172,
36,92104,TTC30A,IFT20,
36,92104,TTC30A,TTC26,
36,92104,TTC30A,IFT27,
36,92104,TTC30A,JPH1,
36,92104,TTC30A,CLTCL1,
36,150737,TTC30B,IFT52,
36,150737,TTC30B,CLUAP1,
36,150737,TTC30B,IFT46,
36,150737,TTC30B,IFT81,
36,150737,TTC30B,IFT88,
36,150737,TTC30B,IFT80,
36,150737,TTC30B,IFT74,
36,150737,TTC30B,RABL5,
36,150737,TTC30B,TRAF3IP1,
36,150737,TTC30B,IFT20,
36,150737,TTC30B,IFT172,
36,150737,TTC30B,TTC26,
36,150737,TTC30B,CLTCL1,
36,150737,TTC30B,HSPA8,
36,150737,TTC30B,UTRN,
36,150737,TTC30B,HSPA6,
36,150737,TTC30B,HSPA2,
37,30827,CXXC1,SETD1B,
37,30827,CXXC1,SETD1A,
37,30827,CXXC1,BOD1,
37,30827,CXXC1,BOD1L,
37,30827,CXXC1,ASH2L,
37,30827,CXXC1,RBBP5,
37,29915,HCFC2,MLL4,
37,29915,HCFC2,MLL,
37,29915,HCFC2,CXXC1,
37,29915,HCFC2,SETD1A,
37,29915,HCFC2,DIDO1,
37,29915,HCFC2,BOD1L,
37,29915,HCFC2,ASH2L,
37,29915,HCFC2,CCT2,
37,29915,HCFC2,CCT6B,
37,29915,HCFC2,RBBP5,
37,29915,HCFC2,CCT7,
37,29915,HCFC2,HCFC1,
37,29915,HCFC2,TUBA4A,
37,29915,HCFC2,CCT6A,
37,29915,HCFC2,TCP1,
37,29915,HCFC2,CCT5,
37,29915,HCFC2,HSPA8,
37,29915,HCFC2,NUDCD3,
37,29915,HCFC2,CCT4,
37,29915,HCFC2,CCT3,
37,29915,HCFC2,TUBB8,
37,29915,HCFC2,OGT,
37,29915,HCFC2,KIAA0232,
37,29915,HCFC2,HELZ,
37,83591,THAP2,CTNNBL1,
37,83591,THAP2,TRIM71,
37,83591,THAP2,DNAJB8,
37,83591,THAP2,HCFC2,
37,83591,THAP2,OGT,
37,83591,THAP2,HCFC1,
37,11091,WDR5,MLL2,
37,11091,WDR5,ATN1,
37,11091,WDR5,KIAA1267,
37,11091,WDR5,KDM6A,
37,11091,WDR5,MLL4,
37,11091,WDR5,MBIP,
37,11091,WDR5,PAXIP1,
37,11091,WDR5,RERE,
37,11091,WDR5,CXXC1,
37,11091,WDR5,TADA2A,
37,11091,WDR5,SETD1B,
37,11091,WDR5,PDPK1,
37,11091,WDR5,PPP1R3F,
37,11091,WDR5,CSRP2BP,
37,11091,WDR5,KAT2B,
37,11091,WDR5,SETD1A,
37,11091,WDR5,ZZZ3,
37,11091,WDR5,MLL,
37,11091,WDR5,BOD1,
37,11091,WDR5,TADA3,
37,11091,WDR5,YEATS2,
37,11091,WDR5,SESN2,
37,11091,WDR5,BOD1L,
37,11091,WDR5,NCOA6,
37,11091,WDR5,L3MBTL2,
37,11091,WDR5,KAT2A,
37,11091,WDR5,FAM199X,
37,11091,WDR5,PCGF6,
37,11091,WDR5,MGA,
37,11091,WDR5,ZXDC,
37,11091,WDR5,ASH2L,
37,11091,WDR5,RBBP5,
37,11091,WDR5,HCFC2,
37,11091,WDR5,HDAC1,
37,11091,WDR5,RNF2,
37,11091,WDR5,RYBP,
37,11091,WDR5,DR1,
37,11091,WDR5,HDAC2,
38,79370,BCL2L14,C7orf43,
38,79370,BCL2L14,TRAPPC9,
38,79370,BCL2L14,TRAPPC6B,
38,79370,BCL2L14,TRAPPC10,
38,79370,BCL2L14,TRAPPC4,
38,79370,BCL2L14,TRAPPC2L,
38,79370,BCL2L14,TRAPPC1,
38,79370,BCL2L14,TRAPPC5,
38,79370,BCL2L14,TRAPPC3,
38,79370,BCL2L14,TRAPPC2,
38,79370,BCL2L14,VHL,
38,79370,BCL2L14,MTA2,
38,79370,BCL2L14,CHEK1,
38,80006,C5orf44,TTC15,
38,80006,C5orf44,COG6,
38,80006,C5orf44,UBB,
38,85438,CABS1,C7orf43,
38,85438,CABS1,TRAPPC10,
38,85438,CABS1,TRAPPC9,
38,85438,CABS1,TRAPPC4,
38,85438,CABS1,TRAPPC2L,
38,85438,CABS1,TRAPPC2,
38,85438,CABS1,TRAPPC5,
38,85438,CABS1,TRAPPC1,
38,2720,GLB1,C7orf43,
38,2720,GLB1,TRAPPC10,
38,2720,GLB1,TRAPPC9,
38,2720,GLB1,TRAPPC6B,
38,2720,GLB1,TRAPPC4,
38,2720,GLB1,LOC100507680,
38,2720,GLB1,TRAPPC3,
38,2720,GLB1,TRAPPC2L,
38,2720,GLB1,TRAPPC2,
38,163782,KANK4,TLN2,
38,163782,KANK4,TRAPPC9,
38,163782,KANK4,C7orf43,
38,163782,KANK4,OSCP1,
38,163782,KANK4,TLN1,
38,163782,KANK4,TRAPPC10,
38,163782,KANK4,TRAPPC4,
38,163782,KANK4,TRAPPC2,
38,163782,KANK4,TRAPPC1,
38,163782,KANK4,TRAPPC3,
38,163782,KANK4,TRAPPC5,
38,163782,KANK4,PDCD2L,
38,163782,KANK4,TRIM11,
38,81551,STMN4,C7orf43,
38,81551,STMN4,TRAPPC9,
38,81551,STMN4,TRAPPC6B,
38,81551,STMN4,TRAPPC10,
38,81551,STMN4,TRAPPC4,
38,81551,STMN4,VTA1,
38,81551,STMN4,TRAPPC1,
38,81551,STMN4,TRAPPC3,
38,81551,STMN4,TRAPPC2,
38,81551,STMN4,TRAPPC5,
38,81551,STMN4,PTPRD,
38,81551,STMN4,GCA,
38,57533,TBC1D14,C4orf41,
38,57533,TBC1D14,TTC15,
38,57533,TBC1D14,C5orf44,
38,57533,TBC1D14,ADRBK1,
38,57533,TBC1D14,TRAPPC8,
38,57533,TBC1D14,TRAPPC4,
38,57533,TBC1D14,TRAPPC3,
38,57533,TBC1D14,TRAPPC6B,
38,57533,TBC1D14,SELENBP1,
38,57533,TBC1D14,HEPHL1,
38,57533,TBC1D14,TRAPPC2,
38,57533,TBC1D14,TRAPPC9,
38,57533,TBC1D14,TRAPPC5,
38,57533,TBC1D14,LRRC15,
38,57533,TBC1D14,TRAPPC2L,
38,57533,TBC1D14,TRAPPC10,
38,57533,TBC1D14,TRAPPC1,
38,57533,TBC1D14,TCHH,
38,58485,TRAPPC1,TTC15,
