cluster,geneID,SymbolA,SymbolB
1,79650,C16orf57,GPATCH1,
1,79650,C16orf57,DHX35,
1,79650,C16orf57,AQR,
1,79650,C16orf57,CRNKL1,
1,79650,C16orf57,SYF2,
1,79650,C16orf57,CWF19L2,
1,79650,C16orf57,XAB2,
1,79650,C16orf57,CDC40,
1,79650,C16orf57,ISY1,
1,79650,C16orf57,BUD31,
1,79650,C16orf57,BCAS2,
1,79650,C16orf57,CDC5L,
1,79650,C16orf57,PPIE,
1,79650,C16orf57,WDR83,
1,79650,C16orf57,CCDC12,
1,79650,C16orf57,EAPP,
1,79650,C16orf57,PRPF19,
1,79650,C16orf57,C15orf23,
1,79650,C16orf57,SNW1,
1,79650,C16orf57,RBM22,
1,79650,C16orf57,DGCR14,
1,79650,C16orf57,SNRNP200,
1,79650,C16orf57,PLRG1,
1,25980,C20orf4,SLC7A6OS,
1,25980,C20orf4,ECD,
1,25980,C20orf4,GHDC,
1,25980,C20orf4,KLHL36,
1,25980,C20orf4,ZNHIT2,
1,25980,C20orf4,SNRNP200,
1,25980,C20orf4,PRPF8,
1,25980,C20orf4,MICA,
1,25980,C20orf4,EFTUD2,
1,6936,C2orf3,PRPF19,
1,6936,C2orf3,PRPF6,
1,6936,C2orf3,DDX23,
1,6936,C2orf3,CSNK2A1,
1,6936,C2orf3,SNRNP200,
1,6936,C2orf3,CSNK2A2,
1,6936,C2orf3,UBR2,
1,6936,C2orf3,PRPF8,
1,90324,CCDC97,PAXIP1,
1,90324,CCDC97,TTC33,
1,90324,CCDC97,SF3A2,
1,90324,CCDC97,SF3A3,
1,90324,CCDC97,SF3A1,
1,90324,CCDC97,SF3B1,
1,90324,CCDC97,CIZ1,
1,90324,CCDC97,ATF1,
1,90324,CCDC97,SF3B4,
1,90324,CCDC97,ZRSR2,
1,90324,CCDC97,PIP5K1A,
1,90324,CCDC97,SF3B3,
1,90324,CCDC97,SF3B2,
1,90324,CCDC97,SF3B14,
1,90324,CCDC97,JUN,
1,90324,CCDC97,SF3B5,
1,10421,CD2BP2,ACAD11,
1,10421,CD2BP2,SNRNP40,
1,10421,CD2BP2,SNRNP200,
1,10421,CD2BP2,PRPF8,
1,10421,CD2BP2,PRPF6,
1,10421,CD2BP2,TXNL4A,
1,10421,CD2BP2,EFTUD2,
1,10421,CD2BP2,TRAF7,
1,10421,CD2BP2,KLHL36,
1,10421,CD2BP2,SNRPD1,
1,10421,CD2BP2,NAA30,
1,10421,CD2BP2,DHX38,
1,10421,CD2BP2,SNRPD2,
1,10421,CD2BP2,SNRPB,
1,10421,CD2BP2,OBSL1,
1,10421,CD2BP2,ZNHIT2,
1,9416,DDX23,CD2BP2,
1,9416,DDX23,EAPP,
1,9416,DDX23,SNRNP40,
1,9416,DDX23,PRPF6,
1,9416,DDX23,IK,
1,9416,DDX23,RSRC1,
1,9416,DDX23,TFIP11,
1,9416,DDX23,PRMT6,
1,9416,DDX23,SNRNP200,
1,9416,DDX23,GCFC1,
1,9416,DDX23,PRPF8,
1,9416,DDX23,PRPF4,
1,9416,DDX23,SNRPD2,
1,9416,DDX23,SART1,
1,9416,DDX23,C20orf4,
1,9416,DDX23,TXNL4A,
1,9416,DDX23,EFTUD2,
1,9416,DDX23,SNRPD1,
1,55837,EAPP,C20orf4,
1,55837,EAPP,ECD,
1,55837,EAPP,CD2BP2,
1,55837,EAPP,GPATCH1,
1,55837,EAPP,DHX35,
1,55837,EAPP,WDR83,
1,55837,EAPP,SNRNP200,
1,55837,EAPP,IGHA1,
1,55837,EAPP,PRPF8,
1,55837,EAPP,EFTUD2,
1,57456,KIAA1143,AQR,
1,57456,KIAA1143,CRNKL1,
1,57456,KIAA1143,XAB2,
1,57456,KIAA1143,WDR83,
1,57456,KIAA1143,ISY1,
1,57456,KIAA1143,DHX35,
1,57456,KIAA1143,BUD31,
1,57456,KIAA1143,ECD,
1,57456,KIAA1143,CDC40,
1,57456,KIAA1143,GPATCH1,
1,57456,KIAA1143,SNRNP200,
1,57456,KIAA1143,EAPP,
1,57456,KIAA1143,PPIE,
1,57456,KIAA1143,PRPF8,
1,57456,KIAA1143,GCFC1,
1,57456,KIAA1143,CDC5L,
1,57456,KIAA1143,RBM22,
1,57456,KIAA1143,CCDC12,
1,57456,KIAA1143,ZNHIT2,
1,57456,KIAA1143,PRPF6,
1,57456,KIAA1143,SNW1,
1,57456,KIAA1143,C20orf4,
1,57456,KIAA1143,BTBD9,
1,23658,LSM5,PATL1,
1,23658,LSM5,POLH,
1,23658,LSM5,ZNF511,
1,23658,LSM5,AKAP7,
1,23658,LSM5,LSM1,
1,23658,LSM5,TUT1,
1,23658,LSM5,ZGPAT,
1,23658,LSM5,PRPF3,
1,23658,LSM5,LSM4,
1,23658,LSM5,SNRNP27,
1,23658,LSM5,LSM7,
1,23658,LSM5,LSM2,
1,23658,LSM5,MEPCE,
1,23658,LSM5,HAPLN3,
1,23658,LSM5,NAA38,
1,23658,LSM5,LSM3,
1,23658,LSM5,TMCO6,
1,23658,LSM5,SART3,
1,23658,LSM5,S100B,
1,23658,LSM5,PRPF4,
1,23658,LSM5,RBM42,
1,23658,LSM5,RDH13,
1,23658,LSM5,PRPF31,
1,23658,LSM5,SART1,
1,23658,LSM5,SNRPD2,
1,23658,LSM5,SNRPF,
1,23658,LSM5,NHP2L1,
1,23658,LSM5,DDX23,
1,11157,LSM6,PATL1,
1,11157,LSM6,LSM5,
1,11157,LSM6,TUT1,
1,11157,LSM6,AKAP7,
1,11157,LSM6,LSM1,
1,11157,LSM6,CLNS1A,
1,11157,LSM6,PRPF3,
1,11157,LSM6,RIOK1,
1,11157,LSM6,SART3,
1,11157,LSM6,LSM2,
1,11157,LSM6,NAA38,
1,11157,LSM6,C17orf79,
1,11157,LSM6,MEPCE,
1,11157,LSM6,LSM4,
1,11157,LSM6,WBP4,
1,11157,LSM6,PRPF4,
1,11157,LSM6,PRMT5,
1,11157,LSM6,LSM7,
1,11157,LSM6,ZNF511,
1,11157,LSM6,LSM10,
1,11157,LSM6,SNRPE,
1,11157,LSM6,LSM3,
1,11157,LSM6,SNRPD1,
1,11157,LSM6,SNRPD2,
1,11157,LSM6,WDR77,
1,11157,LSM6,PRPF31,
1,11157,LSM6,SIP1,
1,56257,MEPCE,VPS24,
1,56257,MEPCE,HNRNPA1,
1,27339,PRPF19,C15orf23,
1,27339,PRPF19,GCC1,
1,27339,PRPF19,SENP6,
1,27339,PRPF19,ZDBF2,
1,27339,PRPF19,GPATCH1,
1,27339,PRPF19,CWF19L2,
1,27339,PRPF19,CDC5L,
1,27339,PRPF19,AQR,
1,27339,PRPF19,BCAS2,
1,27339,PRPF19,XAB2,
1,27339,PRPF19,DHX35,
1,27339,PRPF19,CCDC18,
1,27339,PRPF19,CCDC12,
1,27339,PRPF19,CDC40,
1,27339,PRPF19,CTNNBL1,
1,27339,PRPF19,SNW1,
1,27339,PRPF19,ISY1,
1,27339,PRPF19,TFIP11,
1,27339,PRPF19,CWF19L1,
1,27339,PRPF19,SLMAP,
1,27339,PRPF19,TP53BP2,
1,27339,PRPF19,CRNKL1,
1,27339,PRPF19,RBM22,
1,27339,PRPF19,BUD31,
1,27339,PRPF19,ZNF830,
1,27339,PRPF19,STRN,
1,27339,PRPF19,SNRNP200,
1,9129,PRPF3,SART3,
1,9129,PRPF3,TUT1,
1,9129,PRPF3,PRPF4,
1,9129,PRPF3,AKAP7,
1,9129,PRPF3,CCDC84,
1,9129,PRPF3,SNRNP27,
1,9129,PRPF3,ZGPAT,
1,9129,PRPF3,MEPCE,
1,9129,PRPF3,DDX23,
1,9129,PRPF3,PRPF31,
1,9129,PRPF3,TMOD3,
1,9129,PRPF3,SART1,
1,9129,PRPF3,SNRNP40,
1,9129,PRPF3,RBM42,
1,9129,PRPF3,LSM2,
1,9129,PRPF3,LSM4,
1,9129,PRPF3,SNRPB,
1,9129,PRPF3,PRPF6,
1,9129,PRPF3,NHP2L1,
1,9129,PRPF3,NAA38,
1,9129,PRPF3,SNRPD2,
1,9129,PRPF3,SNRPD1,
1,9129,PRPF3,SNRNP200,
1,9129,PRPF3,LSM3,
1,9129,PRPF3,FBXO11,
1,9129,PRPF3,TXNL4A,
1,26121,PRPF31,SART3,
1,26121,PRPF31,DIEXF,
1,26121,PRPF31,ZNF622,
1,26121,PRPF31,TUT1,
1,26121,PRPF31,FBRS,
1,26121,PRPF31,PRPF4,
1,26121,PRPF31,MTHFR,
1,26121,PRPF31,SUFU,
1,26121,PRPF31,WBP4,
1,26121,PRPF31,ARIH1,
1,26121,PRPF31,MEPCE,
1,9128,PRPF4,SART3,
1,9128,PRPF4,TUT1,
1,9128,PRPF4,GPHN,
1,9128,PRPF4,N4BP2L2,
1,9128,PRPF4,SNRPD2,
1,9128,PRPF4,NHP2L1,
1,9128,PRPF4,PRPF6,
1,9128,PRPF4,NAA38,
1,9128,PRPF4,LSM4,
1,9128,PRPF4,SNRNP200,
1,24148,PRPF6,TXNL4A,
1,84991,RBM17,CHERP,
1,84991,RBM17,U2SURP,
1,84991,RBM17,ZRSR1,
1,84991,RBM17,SFSWAP,
1,84991,RBM17,SF3A2,
1,84991,RBM17,RBM5,
1,84991,RBM17,CCDC75,
1,84991,RBM17,SF3A3,
1,84991,RBM17,SF3A1,
1,84991,RBM17,SF3B2,
1,84991,RBM17,SF3B1,
1,84991,RBM17,ACTA2,
1,84991,RBM17,ACTBL2,
1,84991,RBM17,RBM10,
1,51319,RSRC1,JMJD6,
1,51319,RSRC1,TFIP11,
1,51319,RSRC1,GCFC1,
1,51319,RSRC1,SNRNP40,
1,51319,RSRC1,CSNK2A2,
1,51319,RSRC1,C17orf85,
1,51319,RSRC1,CSNK2A1,
1,11066,SNRNP35,PDCD7,
1,11066,SNRNP35,RNPC3,
1,11066,SNRNP35,SNRNP48,
1,9410,SNRNP40,GCFC1,
1,9410,SNRNP40,TFIP11,
1,9410,SNRNP40,DHX38,
1,9410,SNRNP40,ECD,
1,9410,SNRNP40,SNRNP200,
1,9410,SNRNP40,PRPF6,
1,9410,SNRNP40,ZNHIT2,
1,9410,SNRNP40,PRPF8,
1,9410,SNRNP40,TXNL4A,
1,9410,SNRNP40,ISY1,
1,9410,SNRNP40,EFTUD2,
1,9410,SNRNP40,SNRPD2,
1,9410,SNRNP40,PRPF4,
1,9410,SNRNP40,CCDC12,
1,9410,SNRNP40,C20orf4,
1,6627,SNRPA1,PRKRIP1,
1,6627,SNRPA1,SLC4A1AP,
1,6627,SNRPA1,GEMIN5,
1,6627,SNRPA1,TGS1,
1,6627,SNRPA1,TOE1,
1,6627,SNRPA1,CCDC75,
1,6627,SNRPA1,SNRPB2,
1,6627,SNRPA1,SF3A2,
1,6627,SNRPA1,SNUPN,
1,6627,SNRPA1,KIAA0947,
1,6627,SNRPA1,PHAX,
1,6627,SNRPA1,HTATSF1,
1,6627,SNRPA1,CDC40,
1,6627,SNRPA1,SF3A1,
1,6627,SNRPA1,ELL,
1,6627,SNRPA1,NARG2,
1,6627,SNRPA1,CWF19L2,
1,6627,SNRPA1,SF3A3,
1,6627,SNRPA1,BUD31,
1,6627,SNRPA1,C2orf3,
1,6627,SNRPA1,DGCR14,
1,6627,SNRPA1,XAB2,
1,6627,SNRPA1,SF3B1,
1,6627,SNRPA1,SF3B2,
1,6627,SNRPA1,ISY1,
1,6627,SNRPA1,CRNKL1,
1,6627,SNRPA1,SNRPD2,
1,6627,SNRPA1,SF3B4,
1,6627,SNRPA1,SNRPB,
1,6627,SNRPA1,SNW1,
1,6627,SNRPA1,CCDC12,
1,6627,SNRPA1,CWF19L1,
1,6627,SNRPA1,SNRPD1,
1,6627,SNRPA1,SF3B3,
1,6627,SNRPA1,SF3B5,
1,6627,SNRPA1,SNRNP70,
1,6627,SNRPA1,PPIE,
1,6627,SNRPA1,HIST1H1E,
1,6627,SNRPA1,AQR,
1,6627,SNRPA1,SNRPD3,
1,6627,SNRPA1,ZC3H14,
1,6627,SNRPA1,ACIN1,
1,6635,SNRPE,SNRPN,
1,6635,SNRPE,SF3A2,
1,6635,SNRPE,FTSJD1,
1,6635,SNRPE,LOC100130932,
1,6635,SNRPE,TUT1,
1,6635,SNRPE,SLC4A1AP,
1,6635,SNRPE,CWF19L2,
1,6635,SNRPE,ZRSR2,
1,6635,SNRPE,SNRPF,
1,6635,SNRPE,SNRNP35,
1,6635,SNRPE,SNRNP48,
1,6635,SNRPE,SF3A3,
1,6635,SNRPE,RNPC3,
1,6635,SNRPE,CCDC75,
1,6635,SNRPE,SNRNP70,
1,6635,SNRPE,SNRNP27,
1,6635,SNRPE,DHX35,
1,6635,SNRPE,PDCD7,
1,6635,SNRPE,AKAP7,
1,6635,SNRPE,LSM11,
1,6635,SNRPE,CLNS1A,
1,6635,SNRPE,AQR,
1,6635,SNRPE,CDC40,
1,6635,SNRPE,PRPF3,
1,6635,SNRPE,ZNF830,
1,6635,SNRPE,GPATCH1,
1,6635,SNRPE,DDX46,
1,6635,SNRPE,TFIP11,
1,6635,SNRPE,GCFC1,
1,6635,SNRPE,DGCR14,
1,6635,SNRPE,RSRC1,
1,6635,SNRPE,XAB2,
1,6635,SNRPE,CRNKL1,
1,6635,SNRPE,C2orf3,
1,6635,SNRPE,HTATSF1,
1,6635,SNRPE,SF3A1,
1,6635,SNRPE,SF3B2,
1,6635,SNRPE,GEMIN8,
1,6635,SNRPE,TOE1,
1,6635,SNRPE,TGS1,
1,6635,SNRPE,EAPP,
1,6635,SNRPE,SF3B1,
1,6635,SNRPE,DDX23,
1,6635,SNRPE,SNRPB2,
1,6635,SNRPE,SNRPD1,
1,6635,SNRPE,CWF19L1,
1,6635,SNRPE,SNRPA1,
1,6635,SNRPE,SNUPN,
1,6635,SNRPE,CCDC84,
1,6635,SNRPE,SART3,
1,6635,SNRPE,CD2BP2,
1,6635,SNRPE,GEMIN5,
1,6635,SNRPE,MEPCE,
1,6635,SNRPE,WDR83,
1,6635,SNRPE,ZGPAT,
1,6635,SNRPE,PPIE,
1,6635,SNRPE,TSSC4,
1,6635,SNRPE,CCDC12,
1,6635,SNRPE,SNRPD2,
1,6635,SNRPE,SIP1,
1,6635,SNRPE,GEMIN4,
1,6635,SNRPE,SMN2,
1,6635,SNRPE,RBM22,
1,6635,SNRPE,PRPF6,
1,6635,SNRPE,SNRNP200,
1,6635,SNRPE,U2SURP,
1,6635,SNRPE,PRPF8,
1,6635,SNRPE,CHERP,
1,6635,SNRPE,ISY1,
1,6635,SNRPE,SNRPA,
1,6635,SNRPE,SYF2,
1,6635,SNRPE,SF3B3,
1,6635,SNRPE,DDX20,
1,6635,SNRPE,SNRPB,
1,6635,SNRPE,CDC5L,
1,6635,SNRPE,SF3B4,
1,6635,SNRPE,RBM42,
1,6635,SNRPE,SART1,
1,6635,SNRPE,PRPF4,
1,6635,SNRPE,SNW1,
1,6635,SNRPE,LSM2,
1,6635,SNRPE,GEMIN6,
1,6635,SNRPE,EFTUD2,
1,6635,SNRPE,ZMAT5,
1,6635,SNRPE,DDX42,
1,6635,SNRPE,SNRPD3,
1,6635,SNRPE,RBM5,
1,6635,SNRPE,SNRNP40,
1,6635,SNRPE,SF3B5,
1,6635,SNRPE,IK,
1,6635,SNRPE,PRPF31,
1,6635,SNRPE,SF3B14,
1,6635,SNRPE,PRKRIP1,
1,6635,SNRPE,PRMT5,
1,6636,SNRPF,SNRPN,
1,6636,SNRPF,C20orf70,
1,6636,SNRPF,LSM10,
1,6636,SNRPF,LOC100130932,
1,6636,SNRPF,FTSJD1,
1,6636,SNRPF,PDCD7,
1,6636,SNRPF,SNRNP48,
1,6636,SNRPF,ZMAT5,
1,6636,SNRPF,SNRNP35,
1,6636,SNRPF,GPBP1L1,
1,6636,SNRPF,ZRSR2,
1,6636,SNRPF,WBP4,
1,6636,SNRPF,RNPC3,
1,6636,SNRPF,PRPF3,
1,6636,SNRPF,SNRNP70,
1,6636,SNRPF,TGS1,
1,6636,SNRPF,LSM11,
1,6636,SNRPF,TUT1,
1,6636,SNRPF,SNRPA,
1,6636,SNRPF,CLNS1A,
1,6636,SNRPF,SNRPD2,
1,6636,SNRPF,GPATCH1,
1,6636,SNRPF,SNRPD1,
1,6636,SNRPF,CST1,
1,6636,SNRPF,SNRPB2,
1,6636,SNRPF,GEMIN8,
1,6636,SNRPF,MEPCE,
1,6636,SNRPF,SNRPA1,
1,6636,SNRPF,DHX35,
1,6636,SNRPF,CDC40,
1,6636,SNRPF,TOE1,
1,6636,SNRPF,GCFC1,
1,6636,SNRPF,SNRPB,
1,6636,SNRPF,SART3,
1,6636,SNRPF,SF3A2,
1,6636,SNRPF,WDR83,
1,6636,SNRPF,TFIP11,
1,6636,SNRPF,DDX23,
1,6636,SNRPF,XAB2,
1,6636,SNRPF,GEMIN6,
1,6636,SNRPF,AQR,
1,6636,SNRPF,TSSC4,
1,6636,SNRPF,NAA38,
1,6636,SNRPF,SIP1,
1,6636,SNRPF,AKAP7,
1,6636,SNRPF,CWF19L2,
1,6636,SNRPF,SNRPD3,
1,6636,SNRPF,SNRNP200,
1,6636,SNRPF,CST5,
1,6636,SNRPF,SNRPC,
1,6636,SNRPF,PRPF8,
1,6636,SNRPF,GEMIN5,
1,6636,SNRPF,PIGR,
1,6636,SNRPF,PRPF6,
1,6636,SNRPF,PRPF4,
1,6636,SNRPF,CD2BP2,
1,6636,SNRPF,GEMIN4,
1,6636,SNRPF,KLHL8,
1,6636,SNRPF,CCDC75,
1,6636,SNRPF,HTATSF1,
1,6636,SNRPF,RBM22,
1,6636,SNRPF,TXNL4A,
1,6636,SNRPF,RSRC1,
1,6636,SNRPF,CRNKL1,
1,6636,SNRPF,PRPF31,
1,6636,SNRPF,SMN2,
1,6636,SNRPF,DDX20,
1,6636,SNRPF,CST4,
1,6636,SNRPF,SLC4A1AP,
1,6636,SNRPF,LSM2,
1,6636,SNRPF,SF3A3,
1,6636,SNRPF,ZG16B,
1,6636,SNRPF,LSM1,
1,6636,SNRPF,EFTUD2,
1,6636,SNRPF,SF3B1,
1,6636,SNRPF,PPIE,
1,6636,SNRPF,SNRNP40,
1,6636,SNRPF,SF3A1,
1,6636,SNRPF,ISY1,
1,6636,SNRPF,ZCRB1,
1,6636,SNRPF,SF3B4,
1,6636,SNRPF,SMR3B,
1,6636,SNRPF,SNW1,
1,6636,SNRPF,IGHA1,
1,6637,SNRPG,SNRPN,
1,6637,SNRPG,SNRNP48,
1,6637,SNRPG,RNPC3,
1,6637,SNRPG,ZRSR2,
1,6637,SNRPG,LSM11,
1,6637,SNRPG,FTSJD1,
1,6637,SNRPG,SNRNP70,
1,6637,SNRPG,SLC4A1AP,
1,6637,SNRPG,SNRPE,
1,6637,SNRPG,PDCD7,
1,6637,SNRPG,PRKRIP1,
1,6637,SNRPG,CCDC84,
1,6637,SNRPG,SNRNP35,
1,6637,SNRPG,ZMAT5,
1,6637,SNRPG,TUT1,
1,6637,SNRPG,SNRPA1,
1,6637,SNRPG,DHX35,
1,6637,SNRPG,SNRNP27,
1,6637,SNRPG,TOE1,
1,6637,SNRPG,PRPF3,
1,6637,SNRPG,GPATCH1,
1,6637,SNRPG,MEPCE,
1,6637,SNRPG,SNRPB2,
1,6637,SNRPG,SNRPD1,
1,6637,SNRPG,SNRPA,
1,6637,SNRPG,CLNS1A,
1,6637,SNRPG,GCFC1,
1,6637,SNRPG,CWF19L2,
1,6637,SNRPG,SNRPD2,
1,6637,SNRPG,SIP1,
1,6637,SNRPG,TFIP11,
1,6637,SNRPG,GEMIN5,
1,6637,SNRPG,SF3A3,
1,6637,SNRPG,SNRPB,
1,6637,SNRPG,XAB2,
1,6637,SNRPG,SNRPF,
1,6637,SNRPG,WDR83,
1,6637,SNRPG,DDX23,
1,6637,SNRPG,CRNKL1,
1,6637,SNRPG,AKAP7,
1,6637,SNRPG,TGS1,
1,6637,SNRPG,SART3,
1,6637,SNRPG,HTATSF1,
1,6637,SNRPG,SF3B1,
1,6637,SNRPG,PRPF6,
1,6637,SNRPG,TSSC4,
1,6637,SNRPG,SYF2,
1,6637,SNRPG,SF3A1,
1,6637,SNRPG,SART1,
1,6637,SNRPG,SNRNP200,
1,6637,SNRPG,AQR,
1,6637,SNRPG,LSM10,
1,6637,SNRPG,CCDC12,
1,6637,SNRPG,SMN2,
1,6637,SNRPG,SF3B4,
1,6637,SNRPG,GEMIN8,
1,6637,SNRPG,SF3B2,
1,6637,SNRPG,RSRC1,
1,6637,SNRPG,PRPF8,
1,6637,SNRPG,CCDC75,
1,6637,SNRPG,CD2BP2,
1,6637,SNRPG,TXNL4A,
1,6637,SNRPG,GEMIN6,
1,6637,SNRPG,PRPF31,
1,6637,SNRPG,SF3B14,
1,6637,SNRPG,RBM42,
1,6637,SNRPG,PPIE,
1,6637,SNRPG,SNRPD3,
1,6637,SNRPG,EFTUD2,
1,6637,SNRPG,CDC40,
1,6637,SNRPG,DGCR14,
1,6637,SNRPG,TOP1,
1,6637,SNRPG,SNRPC,
1,6637,SNRPG,PRPF4,
1,6637,SNRPG,SNW1,
1,6637,SNRPG,RBM22,
1,6637,SNRPG,GEMIN4,
1,6637,SNRPG,ISY1,
1,6637,SNRPG,ZGPAT,
1,6637,SNRPG,DDX20,
1,6638,SNRPN,SNRPA1,
1,6638,SNRPN,SART3,
1,6638,SNRPN,FTSJD1,
1,6638,SNRPN,RNPC3,
1,6638,SNRPN,ZRSR2,
1,6638,SNRPN,ZMAT5,
1,6638,SNRPN,FARP1,
1,6638,SNRPN,SNRNP35,
1,6638,SNRPN,PDCD7,
1,6638,SNRPN,DPP8,
1,6638,SNRPN,SNRNP48,
1,6638,SNRPN,TGS1,
1,6638,SNRPN,CLNS1A,
1,6638,SNRPN,SNRPB2,
1,6638,SNRPN,TUT1,
1,6638,SNRPN,LSM11,
1,6638,SNRPN,SNRPD1,
1,6638,SNRPN,SLC4A1AP,
1,6638,SNRPN,SNRPD2,
1,6638,SNRPN,PRPF3,
1,6638,SNRPN,MEPCE,
1,6638,SNRPN,PRMT5,
1,6638,SNRPN,SNRNP70,
1,6638,SNRPN,SNRNP27,
1,6638,SNRPN,SNRPA,
1,6638,SNRPN,TOE1,
1,6638,SNRPN,SF3A2,
1,6638,SNRPN,SYF2,
1,6638,SNRPN,PRKRIP1,
1,6638,SNRPN,GCFC1,
1,6638,SNRPN,CSTF1,
1,6638,SNRPN,EAPP,
1,6638,SNRPN,WBP4,
1,6638,SNRPN,TFIP11,
1,6638,SNRPN,GEMIN8,
1,6638,SNRPN,SKAP2,
1,6638,SNRPN,GEMIN5,
1,6638,SNRPN,RIOK1,
1,6638,SNRPN,PRPF4,
1,6638,SNRPN,SF3B1,
1,6638,SNRPN,HTATSF1,
1,6638,SNRPN,SNRPC,
1,6638,SNRPN,DDX23,
1,6638,SNRPN,SF3A3,
1,6638,SNRPN,SNRNP200,
1,6638,SNRPN,XAB2,
1,6638,SNRPN,WDR77,
1,6638,SNRPN,SNRPD3,
1,6638,SNRPN,AQR,
1,6638,SNRPN,SNUPN,
1,6638,SNRPN,SF3A1,
1,6638,SNRPN,C17orf79,
1,6638,SNRPN,SF3B2,
1,6638,SNRPN,PRPF6,
1,6638,SNRPN,PRPF8,
1,6638,SNRPN,CRNKL1,
1,6638,SNRPN,DHX35,
1,6638,SNRPN,TXNL4A,
1,6638,SNRPN,TSSC4,
1,6638,SNRPN,AKAP7,
1,6638,SNRPN,CRTAP,
1,6638,SNRPN,CCDC12,
1,6638,SNRPN,DGCR14,
1,6638,SNRPN,NOL7,
1,6638,SNRPN,CDC40,
1,6638,SNRPN,SF3B4,
1,6638,SNRPN,LSM6,
1,6638,SNRPN,CWF19L2,
1,6638,SNRPN,NAA38,
1,6638,SNRPN,CCDC75,
1,6638,SNRPN,PRPF31,
1,6638,SNRPN,SIP1,
1,6638,SNRPN,EPB41L3,
1,6638,SNRPN,LSM4,
1,6638,SNRPN,LSM2,
1,6638,SNRPN,CD2BP2,
1,6638,SNRPN,WDR83,
1,6638,SNRPN,GPATCH1,
1,6638,SNRPN,BUD31,
1,6638,SNRPN,RBM42,
1,6638,SNRPN,ISY1,
1,6638,SNRPN,NHP2L1,
1,6638,SNRPN,TRA2A,
1,6638,SNRPN,SF3B5,
1,6638,SNRPN,EFTUD2,
1,6638,SNRPN,COIL,
1,10073,SNUPN,PDP1,
1,10073,SNUPN,TOE1,
1,25949,SYF2,GPATCH1,
1,25949,SYF2,PPIE,
1,25949,SYF2,WDR83,
1,25949,SYF2,CWF19L2,
1,25949,SYF2,DHX35,
1,25949,SYF2,CDC40,
1,25949,SYF2,AQR,
1,25949,SYF2,CRNKL1,
1,25949,SYF2,XAB2,
1,25949,SYF2,C2orf3,
1,25949,SYF2,ISY1,
1,25949,SYF2,PRPF19,
1,25949,SYF2,SNW1,
1,25949,SYF2,SNRPA1,
1,25949,SYF2,CCDC12,
1,25949,SYF2,RBM22,
1,25949,SYF2,BUD31,
1,25949,SYF2,DGCR14,
1,25949,SYF2,PLRG1,
1,25949,SYF2,CDC5L,
1,25949,SYF2,CWF19L1,
1,25949,SYF2,BTBD1,
1,25949,SYF2,BCAS2,
1,10078,TSSC4,EAPP,
1,10078,TSSC4,ECD,
1,10078,TSSC4,C20orf4,
1,10078,TSSC4,CD2BP2,
1,10078,TSSC4,GPATCH1,
1,10078,TSSC4,SNRNP40,
1,10078,TSSC4,CWF19L2,
1,10078,TSSC4,GCFC1,
1,10078,TSSC4,SYF2,
1,10078,TSSC4,DHX35,
1,10078,TSSC4,XAB2,
1,10078,TSSC4,CDC40,
1,10078,TSSC4,WDR83,
1,10078,TSSC4,CCDC12,
1,10078,TSSC4,CRNKL1,
1,10078,TSSC4,ZNHIT2,
1,10078,TSSC4,BUD31,
1,10078,TSSC4,TFIP11,
1,10078,TSSC4,AQR,
1,10078,TSSC4,SMEK1,
1,10078,TSSC4,ISY1,
1,10078,TSSC4,PPP4R2,
1,10078,TSSC4,PRPF6,
1,10078,TSSC4,IK,
1,10078,TSSC4,SNRNP200,
1,10078,TSSC4,RSRC1,
1,10078,TSSC4,PRPF8,
1,10078,TSSC4,EFTUD2,
1,10078,TSSC4,RBM22,
1,10078,TSSC4,PPIE,
1,10078,TSSC4,CDC5L,
1,10078,TSSC4,IDE,
1,10078,TSSC4,SNRPD2,
1,10078,TSSC4,TPM1,
1,10078,TSSC4,SNW1,
1,10078,TSSC4,CWF19L1,
1,10078,TSSC4,TXNL4A,
1,55954,ZMAT5,DENND4B,
1,55954,ZMAT5,ZCRB1,
1,55954,ZMAT5,PDCD7,
1,55954,ZMAT5,RNPC3,
1,55954,ZMAT5,SNRNP48,
1,55954,ZMAT5,ACTA2,
1,55954,ZMAT5,PSMG4,
1,55954,ZMAT5,PSMG3,
1,55954,ZMAT5,ACTBL2,
1,55954,ZMAT5,CTU2,
1,55954,ZMAT5,PSME3,
1,55954,ZMAT5,GSTT1,
1,8233,ZRSR2,ZRSR1,
1,8233,ZRSR2,SNRNP35,
1,8233,ZRSR2,RNPC3,
1,8233,ZRSR2,SNRNP48,
1,8233,ZRSR2,PDCD7,
1,8233,ZRSR2,SSX2IP,
1,8233,ZRSR2,ZMAT5,
1,8233,ZRSR2,NKTR,
1,8233,ZRSR2,RBM5,
1,8233,ZRSR2,CDK11B,
1,8233,ZRSR2,CHERP,
1,8233,ZRSR2,TTC33,
1,8233,ZRSR2,SF3B1,
1,8233,ZRSR2,SLC4A1AP,
1,8233,ZRSR2,JMJD6,
1,8233,ZRSR2,SF3A3,
1,8233,ZRSR2,CCDC75,
1,8233,ZRSR2,SERPINB8,
1,8233,ZRSR2,SRPK1,
1,8233,ZRSR2,RPL26L1,
1,8233,ZRSR2,RBM17,
1,8233,ZRSR2,U2SURP,
1,8233,ZRSR2,HAL,
