cluster,SymbolA,SymbolB,
62,CDC42EP4,SEPT11,
42,ASF1A,RIF1,
56,LRRC15,FMOD,
4,HSPA8,C6orf106,
289,IL13RA2,STOML1,
136,IFNA21,PCYOX1L,
542,SFXN1,DDI1,
108,SPAST,NUP98,
1116,ICOS,MFI2,
15,ARMC1,MAP2,
105,LRFN4,DYNLL2,
189,CSNK1G2,GINS4,
17,TXNDC9,TUBAL3,
23,BCL7C,ARID1A,
12,ZNF483,ZKSCAN1,
13,SNX9,AP2M1,
6,FBXO34,MYO6,
10,PIP4K2A,ELL,
157,SCGB1D1,SUSD1,
356,BACH1,FBXO22,
3,MRPL10,MRPL24,
530,PNKD,KIAA1244,
78,NFATC2IP,ZNHIT1,
34,XPC,SUPT16H,
388,LYPD4,FAM198A,
19,SNX27,IGHG4,
407,NEUROG3,NTN1,
265,ENOPH1,VPS52,
314,TRPM8,KCNJ11,
83,CCDC74B,PSMD4,
12,ZNF396,ZNF192,
222,PACSIN1,TRIOBP,
297,TSPAN5,ZDHHC21,
809,MAP3K13,INPPL1,
1307,TIGD3,CTPS,
958,MUDENG,SPG11,
466,CREB3,UHRF1BP1,
85,NXPH3,KIAA1274,
1,CD2BP2,NAA30,
667,GORASP1,RTCD1,
881,NFIB,NFIC,
3,MRPL50,MRPL24,
242,DLD,PARS2,
16,MRPS34,MRPS28,
1179,TNFSF8,ULBP1,
3,MRPS30,MRPL9,
1,SNRPE,CD2BP2,
123,PPP1R3C,GYS1,
63,UNC119,PSKH1,
20,LMO2,POLR2J,
137,CCDC101,TAF9B,
59,MZT1,TUBG1,
14,NDUFB5,NDUFB3,
16,RG9MTD3,MRPS35,
1,SNRPE,MEPCE,
326,TSR1,LTV1,
149,EID3,NSMCE2,
3,MRPS30,MRPL11,
605,RWDD2A,ATG7,
802,C16orf54,IFNA17,
73,MUC1,TMEM199,
37,CXXC1,ASH2L,
29,DNAJA1,OSBPL11,
727,ZBED1,CREG1,
1,SNRNP40,SNRNP200,
43,CHRND,OCA2,
1080,GALNTL1,ARHGAP17,
15,ARMC1,CAMK2A,
33,PSMB4,PSMA7,
1267,MUC15,FCRL4,
484,NOL7,CIRH1A,
61,SCGB2A2,HPSE,
1059,SDF4,CHST11,
307,GNB2L1,TNRC6C,
18,CKS1B,CDKN1A,
649,XRCC6,XRCC5,
26,NAPG,SCFD2,
99,UPK1A,SLC6A9,
1049,TTC25,TTLL5,
174,ERP44,DAPK1,
106,TMEM194A,DLGAP5,
12,ZNF444,SCAND3,
279,CYP2B6,ATP2B2,
3,MRPL42,MRPL24,
159,YIPF3,MFSD5,
220,CLEC4E,RNF166,
772,NFYC,PON3,
92,LARS,AIMP1,
245,SOX2,RBP1,
279,ATP2B2,TOR1A,
1,SNRPA1,C2orf3,
86,TUBB2A,EML4,
153,ARNTL2,METTL3,
779,FAM98A,SPATS2,
108,SEC13,NUP85,
27,GADD45B,CNOT10,
20,LMO2,RPRD2,
919,CRIP1,TK1,
243,TREML2,SNX6,
76,CCDC53,ULK1,
25,WDR83,FRMD4A,
772,PON1,PON3,
12,ZNF18,SCAND1,
25,WDR83,EXO1,
3,MRPL10,MRPS18A,
153,OLFM1,ARNTL2,
16,MRPS31,MRPS27,
1151,APBA2,IQSEC1,
3,MRPL4,MRPL55,
1,SNRPF,TFIP11,
278,NFIL3,RFWD2,
1182,BMP4,TWSG1,
236,C10orf71,DCAF7,
59,LGALS3BP,FXR1,
564,CDIPT,SMAP2,
40,MAGIX,ANAPC5,
143,C17orf59,LAMTOR3,
119,ACTR3,ACTR2,
33,PSMB4,PSMG2,
139,IDI2,ISL2,
57,SAMD4A,YWHAZ,
276,TECPR2,VPS16,
38,STMN4,TRAPPC1,
782,PIGM,STARD7,
20,LMO2,MSH3,
528,PNO1,MTMR3,
846,ROGDI,MYH8,
53,PCDHGB1,PCDH19,
2,HDAC1,ZNF608,
3,MRPL4,MRPL16,
484,NOL7,NOL11,
40,PENK,CDC27,
33,PSMB9,PSMA2,
1186,PDPK1,SERPINA4,
3,MRPL42,MRPL20,
25,GPSM1,NUMA1,
3,MRPL47,MRPL17,
3,MRPL47,MRPL16,
239,CACNG3,POTEF,
1234,CDH19,MARK1,
1,SNRPF,DDX23,
12,ZNF18,ZNF174,
3,MRPL10,MRPL33,
852,KLHDC2,FAIM,
410,TMEM184A,ISCU,
6,TWF2,ACTA2,
3,MRPL50,MRPL49,
384,CAV3,MAP7D3,
9,TRIM28,ZNF33B,
307,GNB2L1,LARP4B,
1107,PDE4DIP,GATM,
55,LTBR,SKI,
60,N6AMT2,EEF1A1,
341,CPNE7,EBF3,
16,MRPS34,MRPS22,
1106,TOM1L2,NDUFA6,
194,ZNF324B,RPF1,
105,LRFN4,C5orf51,
3,MRPL50,MRPL22,
1,LSM6,LSM7,
298,DEPDC5,C12orf66,
3,RPS8,MRPL47,
3,MRPL12,GADD45GIP1,
11,CDK19,MED12,
26,STX6,NAPG,
512,TUFT1,ZYX,
339,CAPN13,SAFB2,
168,SLC17A2,ABCC10,
7,GSPT2,PABPC4L,
658,C3orf1,NDUFAF1,
3,MRPL35,MRPL10,
158,C22orf41,CAMSAP1L1,
337,TCTN2,DCBLD2,
16,MRPS15,MRPS5,
47,GPR161,PRKACG,
3,MRPS30,C7orf30,
169,RGS20,BOLA1,
908,HDAC7,HINT1,
1,SNRPG,AKAP7,
925,S1PR4,TBC1D24,
25,WDR83,CDC40,
1,DDX23,PRPF6,
1320,PTGIR,ANO5,
437,IKBKB,CHUK,
125,WDYHV1,NET1,
1315,MBLAC1,H1FNT,
17,FBXW4,CCT4,
38,TRAPPC1,GLB1,
61,SCGB2A2,CRLF1,
1190,ZNF692,HIBADH,
20,PIH1D1,POLR2J,
530,PNKD,INTS3,
6,THRB,ACTBL2,
12,ZSCAN20,ZNF449,
688,ADPRH,XRN1,
1,SNRPN,DDX23,
106,TMEM194A,RANBP2,
664,BTK,TTC9C,
769,CSGALNACT2,LMBRD1,
13,NECAP2,AP2B1,
52,TCF4,TCF3,
92,AIMP1,EPRS,
11,CDK8,MED22,
132,TAF6L,TAF10,
368,LPAR1,TMEM120B,
119,ARPC5,ARPC3,
886,FRMD1,CA6,
13,AP2M1,REPS2,
307,LARP4,GNB2L1,
213,ANKMY2,PTGES3,
389,AMACR,PSMG3,
21,RBM34,KIAA0020,
609,PARP11,MAPK12,
15,DGUOK,SNAP91,
28,RAB9B,RABGGTA,
1272,SLC2A2,TRUB1,
60,ABTB1,EEF1D,
96,PSMD9,PSMC6,
3,MRPL47,MRPL18,
35,POLR1C,POLR1D,
74,GNAI1,RGS14,
231,EFNB2,EPHA5,
47,AKAP14,PRKACA,
792,KIAA1467,ORC5,
60,EEF1A2,TTLL12,
20,RPRD1B,POLR2L,
225,TCEAL1,TRIM25,
1225,C10orf107,MOBKL2C,
40,C16orf87,ANAPC7,
92,KARS,QARS,
217,NAGK,SETD5,
26,CLEC12A,STX10,
33,PSMB3,PSMB10,
718,SLC2A12,SLC25A28,
25,WDR83,ISY1,
177,RPGR,PDE6D,
7,ELAVL2,APOBEC3B,
17,DNAI2,CCT2,
666,PROZ,SIPA1L2,
10,MDK,CHD9,
34,NAA40,PARP2,
17,KLHDC8A,CCT6B,
83,PSMD8,PSMD12,
20,LMO2,POLR2B,
31,SH2D4A,PPP1R7,
475,UPK3B,MYO18A,
58,ATP5B,ATP5A1,
8,LGALS8,SEZ6L2,
730,RHOT2,SARM1,
854,RAB3IL1,SUGP2,
213,ANKMY2,ADCY6,
23,SS18,ARID2,
11,TCL1B,MED10,
31,PPP1CC,PPP1R9B,
1272,TRUB1,MTFMT,
511,ADIPOR2,RNF181,
33,PSMB4,PSMA2,
297,TSPAN5,FAM38A,
22,CDK15,NDRG1,
269,PRCC,TKTL2,
3,MRPL50,MRPL1,
18,CDC20,EP300,
185,PDZK1,SLC5A6,
450,TCTEX1D2,ABTB2,
70,TRIM43,HSPD1,
90,COPS3,DCAF4,
214,TMOD3,SPIRE2,
159,AGTR1,SLC6A8,
23,SMARCC2,ARID1A,
89,FBXL21,UBB,
59,TXNDC12,NME7,
51,IMPDH1,ZRANB3,
1,CCDC97,SF3B3,
322,BCL2L11,BCL2,
26,STX12,NBAS,
41,C11orf57,PPIG,
1,LSM6,LSM10,
16,MRPS34,MRPS5,
12,ZNF483,ZNF446,
119,ARPC1B,ACTR2,
14,FUT1,NDUFS4,
16,MRPS11,MRPS31,
678,GH2,ISCA1,
149,PJA1,SMC5,
364,WISP3,DDX47,
16,MRPS34,MRPS15,
119,ACTR3B,ACTR3,
3,MRPL42,MRPL35,
26,STX3,GOSR1,
509,PDLIM1,ACTN1,
59,MZT2B,NME7,
12,ZSCAN20,ZKSCAN5,
14,NDUFS3,NDUFV1,
109,PPP2R2D,IER5,
975,RIMKLA,DHTKD1,
51,IMPDH1,C22orf13,
732,FPR2,ARL6IP1,
132,ATXN7L3,TAF9,
337,TCTN2,B4GALNT1,
99,UPK1A,UNC93B1,
161,DGCR8,CENPO,
97,PEX19,GALNT2,
19,SNX27,IGLC2,
1310,PRDM5,ZBTB4,
6,TWF2,CAP1,
62,CDC42EP4,SEPT9,
433,CORO6,CORO1B,
176,DLK1,FIBP,
52,MESP2,TCF4,
60,EEF1A2,EEF1B2,
3,MRPL4,MRPL3,
164,IPPK,TESC,
3,RPS8,MRPL30,
952,EFHC1,HAUS4,
810,YPEL1,FBXL2,
612,UCHL3,CLPB,
85,TUBA1B,TUBA1C,
764,GGA2,RABEP1,
185,PDZK1,FAM105B,
17,PEX7,CCT7,
25,WDR83,AQR,
3,RPS8,MRPL13,
14,FUT1,NDUFB8,
33,PSMB9,PSMA6,
47,PRKACB,PRKACA,
48,EXOSC1,EXOSC5,
102,C18orf21,POP7,
564,MFSD11,UBE2Q1,
776,VSTM2A,ACAD8,
25,DVL3,AQR,
187,POT1,TERF2IP,
346,HSD17B7,ACP5,
96,PSMC3,PSMD1,
65,HNRNPH2,PLOD1,
48,EXOSC8,RBM7,
429,PPP6R2,PPP6C,
110,FAM158A,MMGT1,
278,TRIB3,STK40,
73,TMEM199,ATP6V0C,
637,LMAN2L,ODZ3,
60,EEF1G,EEF1A1,
3,MRPL10,MRPL1,
101,SPANXN3,ARIH1,
574,GTF2A1,TBP,
14,NDUFS6,ND2,
313,CMPK1,TTC19,
145,FAM19A4,GPLD1,
161,MLF1IP,CENPI,
809,PCYT2,INPPL1,
3,MRPL41,MRPL40,
3,MRPL4,MRPL17,
98,CDKL4,HSP90AA5P,
487,RAB39B,CBL,
3,MRPL39,MRPL24,
16,DAP3,MRPS27,
932,BZW2,TMEM43,
41,SNIP1,PPIG,
529,FAM167A,PLEKHG4,
3,MRPL47,MRP63,
156,WNT9B,ZZEF1,
17,PEX7,CCT6B,
83,PSMC5,PSMD14,
86,TUBB,TUBB3,
26,STX18,SNAP47,
12,ZNF18,ZNF446,
9,TRIM28,ZNF720,
207,ADC,CORO7,
191,UQCRQ,UQCRC1,
6,CAP2,ACTA2,
448,SERPINB11,DNLZ,
92,QARS,EEF1E1,
3,MRPL42,MRPL3,
552,GJB7,PALM3,
59,MZT2B,LGALS3BP,
628,RANBP6,C6orf162,
15,C14orf104,DNM1L,
3,MRPL12,MRPL33,
1,PRPF31,PRPF4,
611,RPSA,ZNF335,
393,TULP2,LEO1,
351,GOLPH3,GMPPA,
521,PPP1R16B,ZNF564,
767,CHIT1,FAM82B,
17,PEX7,CCT2,
71,MECP2,URB2,
68,RSPH9,EIF3H,
92,QARS,AIMP2,
1252,RNF126,CRYM,
38,TTC15,TRAPPC2L,
3,MRPL4,ICT1,
12,ZSCAN20,ZSCAN22,
119,ARPC1B,ARPC2,
62,SEPT12,SEPT3,
1188,AGPAT6,EHD2,
1096,MB,ANK1,
811,C2orf27B,TPPP,
125,WDYHV1,SIX4,
537,CCDC116,GNL1,
3,MRPL4,MRP63,
1050,THUMPD2,CCDC99,
3,MRPL50,MRPL44,
67,CTBP1,TOR2A,
52,MESP2,TCF3,
685,USP25,KCTD10,
37,HCFC2,ASH2L,
1292,MAPK8IP1,HOXC8,
422,C19orf59,JOSD2,
802,ZNF586,IFNA17,
114,FGL1,EPS8,
34,NAA40,SUPT16H,
15,DGUOK,CALB2,
247,KCNG4,CST4,
89,CXorf59,UBB,
27,MMP7,RQCD1,
23,SMARCE1,SMARCB1,
33,PSMA1,PSMG1,
601,SLC39A12,TLCD1,
946,DCN,KLHL17,
156,WNT9B,HECTD3,
780,CFHR3,CFH,
646,AAMP,PTPRU,
1210,SERHL2,MICAL1,
27,CAPZA2,CNOT10,
38,STMN4,TRAPPC3,
11,CDK8,MED16,
27,GADD45B,RQCD1,
555,C7orf60,REN,
15,HAX1,SYN2,
119,ARPC3,ACTR3,
49,TNNI2,TLE4,
139,SSBP3,LHX1,
1,RBM17,CCDC75,
30,MEAF6,VPS72,
1,SNRPG,TGS1,
210,EXOC1,EXOC7,
1079,ATF6B,TEX15,
20,SYDE1,POLR2D,
106,RAN,NUTF2,
649,APLF,XRCC5,
1128,VTCN1,NCALD,
10,SPRY4,PIP4K2B,
12,ZNF396,ZNF446,
14,NDUFA13,ECSIT,
409,APLNR,MFSD9,
6,THRB,ACTB,
58,ATP5B,ATP8,
1103,COX5A,SLC30A9,
1,SNRPF,TSSC4,
164,IPPK,GPR137,
442,EIF2C3,AP3B1,
1252,RNF126,KIAA0100,
565,SLC2A6,SCGB2A1,
64,LIN7C,C6orf145,
78,NFATC2IP,SRCAP,
1,SNRPE,TSSC4,
27,CAPZA2,CNOT3,
132,TADA2B,TAF10,
6,CAP2,ACTBL2,
44,ZIC1,CASP14,
539,KIR3DL2,IVD,
386,NUFIP2,LSM12,
91,RAP1GDS1,RAP1B,
119,ACTR3B,ARPC5L,
540,CST7,ITIH3,
34,SSRP1,MCM2,
191,UQCRH,CYTB,
11,BIRC5,MED6,
280,FBLN7,EDEM2,
27,MMP7,CNOT1,
397,TRAF1,RUNDC2A,
62,CDC42EP4,SEPT4,
33,PSMB9,PSMA3,
511,SLC32A1,RNF181,
311,HNRPLL,TBX3,
144,LCMT2,UBAC1,
3,MRPL47,MRPL3,
706,NTM,FBXO2,
45,COMMD2,VPS29,
27,GADD45B,TNKS1BP1,
3,MRPL47,ICT1,
341,MS4A7,CPNE7,
933,CLMP,UTP20,
44,TBC1D22B,S100P,
657,C9orf156,STAT5B,
27,MMP7,CNOT8,
27,CAPZA2,CNOT2,
181,FAM71D,PGK2,
14,NDUFA13,NDUFC2,
679,FGF9,EIF2A,
872,IL16,ZNF148,
68,EIF3F,EIF3K,
1157,LEFTY1,MTOR,
237,FAM90A1,MTMR14,
38,BCL2L14,TRAPPC1,
3,MRPL10,MRPL22,
21,CNBP,ZNF275,
954,IL1F5,RRAS,
1,SNRPF,NAA38,
38,BCL2L14,TRAPPC5,
117,HYAL3,PTER,
56,DOLPP1,HEPHL1,
258,SPIN2B,DAXX,
24,CUL5,PCMTD2,
1144,BTNL3,CYP20A1,
129,GMEB1,DHRS2,
20,GRINL1A,GPN1,
164,IPPK,SNX13,
1105,IL23A,RNF41,
1,SNRPG,HTATSF1,
295,ALDH3A2,VPS8,
503,UBE2I,SUMO2,
1238,CDK4,JAK3,
59,MZT1,NME7,
61,HPSE,DNAJA4,
1,CCDC97,SF3B2,
259,AGPAT2,HIST1H1D,
11,TCL1B,MED17,
73,MUC1,ATP6V0A1,
1,SNRPG,SF3B1,
128,HEYL,FNTA,
15,DGUOK,GRIA2,
116,NCK2,NHSL2,
90,DCAF11,COPS7A,
168,SLC17A2,SLC16A13,
20,POLR2G,POLR2L,
175,PDYN,TIMM8B,
2,MXD1,SIN3A,
23,BCL7A,SS18,
9,TRIM28,ZNF738,
1,SNRPE,SNRPD2,
181,SENP2,USP28,
22,FCF1,DMKN,
108,SEC13,NUP107,
41,SNIP1,C17orf85,
91,RASL10A,RAP1GDS1,
1,C20orf4,ZNHIT2,
18,CCNA2,SAMHD1,
18,CDK1,CDKN1C,
52,FERD3L,NES,
163,DHRS13,KIAA1279,
47,PRKACG,AKAP1,
980,TRIB2,KIAA1217,
370,APBA3,C3orf31,
16,MRPS24,MRPS34,
43,ZACN,LRRC8C,
40,ANO6,CDC23,
12,ZNF434,ZSCAN22,
359,SIGLEC7,WDR89,
127,DEFB127,DCTN3,
16,MRPS5,MRPS27,
1297,LRPAP1,LRP8,
33,PSMB1,PSMB6,
18,CCND2,RBL2,
8,LGALS9C,RRAGC,
168,SLC17A2,ATP8A1,
300,MCF2L2,CDK6,
1192,KIAA1984,CEBPA,
557,DYNC1I1,DYNC1H1,
92,QARS,AIMP1,
913,C16orf46,FAT3,
34,XPC,PARP1,
923,QKI,ATE1,
532,AIFM3,NMT1,
347,C6orf141,E2F7,
8,LGALS3,ITGA2,
1,SNRPN,SNRNP200,
841,CAMKMT,COL1A1,
20,POLR2G,POLR2J,
422,JOSD2,TYSND1,
552,CD69,PALM3,
3,MRPS30,MRPL48,
173,VCP,FAM104A,
109,PTPDC1,PPP2R1B,
17,KDM4B,CCT3,
54,CETN1,CRABP1,
33,PSMB4,PSMB5,
27,CAPZA2,SVIL,
403,LPXN,ZNF281,
14,NDUFS6,DNAJC30,
105,HTR3D,LRFN4,
76,C9orf128,C12orf44,
115,PICK1,ATP11A,
100,PCGF5,RING1,
6,CDK10,ACTBL2,
16,MRPS31,MRPS35,
13,AP1M2,AP1S3,
12,ZSCAN20,ZNF498,
328,FIGF,ADAM9,
17,KLHL33,CCT2,
6,SSH1,ACTBL2,
134,DEF6,ZNF828,
319,SLC25A32,NEDD8-MDP1,
33,PSMA1,PSMA3,
1269,ACADL,SYT2,
26,STX12,SCFD2,
447,FBXO44,CUL1,
226,ATP6V0D1,SNX19,
268,TRIM23,SET,
11,CDK19,MED29,
59,TUBG2,NME7,
3,MRPL41,MRPL13,
3,MRPL50,MRPL11,
503,UBE2I,SAE1,
28,RAB1A,CHM,
27,CAPZA2,CNOT6L,
793,C21orf63,BMPR1B,
317,ARL4C,RAD51L1,
215,DDX19A,NUP214,
3,MRPL35,MRPL28,
828,SUV39H1,MID1IP1,
18,CDK3,CKS2,
626,MGLL,HPCAL1,
107,B3GAT3,HEATR2,
123,STBD1,PPP1R3D,
1155,SLC34A2,LMTK2,
1185,HS2ST1,C6orf174,
1,SNRPF,AKAP7,
17,KLHDC8A,CCT3,
669,TAZ,HYAL2,
15,C14orf104,SNAP25,
95,MOGAT2,NME2P1,
481,SEC11C,SPCS3,
6,CAP1,ACTBL2,
295,EDNRB,VPS8,
12,ZNF434,SCAND3,
557,DYNC1I1,DYNC1LI1,
263,HOXC9,AHCYL1,
5,RRS1,RPS18,
561,FANCM,PCNA,
481,SEC11C,SPCS1,
92,RARS,EPRS,
14,NDUFA8,NDUFV2,
1,SNRPG,PRPF6,
16,DAP3,MRPS35,
249,MATN4,ARG2,
127,ACTR1B,DCTN3,
1,SYF2,SNRPA1,
4,PNPLA5,STIP1,
12,ZNF24,ZKSCAN1,
207,ADC,TPD52L1,
189,CSNK1G2,GINS3,
17,KLHL33,CCT4,
13,AMPH,AP2S1,
118,MAGEA10,CRTC3,
905,HOPX,C12orf11,
671,CKLF,HOXB9,
1276,IGSF8,CD9,
3,MRPL50,MRPL48,
299,PLA2G10,C19orf39,
978,USP44,CETN2,
303,PPM1K,BCKDHA,
34,H2AFX,PARP1,
12,ZKSCAN4,ZSCAN21,
88,TAF1B,TAF1A,
59,TUBGCP5,NME7,
38,TBC1D14,TRAPPC3,
38,BCL2L14,TRAPPC3,
6,CDK10,ACTA2,
13,FCHO1,AP2A1,
723,HEXIM2,MYCBP,
1,TSSC4,PRPF6,
76,CCDC53,C12orf44,
768,ZNF747,CYGB,
41,PNN,THRAP3,
172,SPZ1,DTNA,
1,SNRPE,PRPF6,
58,CXCR7,ATP5B,
648,NAP1L1,NAP1L4,
345,PLK1,PRRC1,
225,PHF7,TCEAL1,
14,NDUFA13,NDUFA12,
33,PSMB4,PSMA6,
12,ZKSCAN4,ZKSCAN1,
59,TXNDC12,TUBG1,
487,KLK8,RAB39B,
34,NAA40,XPC,
17,CCT3,CCT4,
92,AIMP1,DARS,
3,MRPL35,MRPL12,
633,GPR183,GPC4,
83,CCDC74B,PSMD12,
16,MRPS31,MRPS5,
267,PRRG3,NEDD4L,
1,SNRPE,SNRNP200,
294,TMED3,TMED4,
13,AMPH,AP2B1,
6,TWF2,ACTBL2,
657,C9orf156,RHPN2,
1,SNRNP40,PRPF6,
511,ADIPOR2,NCK1,
266,OSGEP,AGPHD1,
94,SFTPC,PHC2,
680,CGB2,NXN,
414,C4orf37,NYX,
377,NELL1,C4orf48,
3,MRPL10,MRPL19,
24,CUL5,RNF7,
403,LPXN,LPP,
13,CLINT1,AP2A1,
351,GMPPB,PRMT3,
468,DRG1,OSCP1,
1,SNRNP40,ZNHIT2,
25,PLRG1,XAB2,
71,RPL18A,RRP8,
1125,HSPB7,FLNB,
247,KCNG4,CST1,
27,GADD45B,CNOT3,
31,UXT,WDR92,
1274,ADH1C,XYLT1,
11,CDK19,MED14,
52,TCF4,NES,
357,ANGPTL3,BIRC6,
16,MRPS34,MRPS16,
1119,TMEM205,RBP4,
28,RAB5C,CHML,
21,RPL30,KIAA0020,
18,CCND1,CDK2,
30,PLAC1,BRD8,
713,NCKIPSD,RBM15,
85,CRISP2,CTSF,
187,ACD,TERF2IP,
83,CCDC74B,PSMD8,
11,NR1I3,MED4,
89,GRTP1,FAM63A,
704,ZBTB39,FOXK2,
17,KLHDC8A,TCP1,
16,AURKAIP1,MRPS18C,
5,RRS1,YBX1,
23,BCL7A,ARID1A,
16,MRPS11,MRPS27,
174,ERP44,ITPKC,
6,CAP1,ACTA2,
3,MRPL50,MRPL52,
733,SYNC,VIM,
557,DYNC1LI1,DYNC1H1,
766,DNPEP,SCAF8,
37,WDR5,RBBP5,
38,GLB1,TRAPPC4,
16,MRPS11,MRPS5,
1049,TTC25,YME1L1,
10,ARL6IP4,PIP4K2C,
102,C18orf21,POP1,
86,TUBB,TCP11L1,
137,CCDC101,SUPT3H,
31,UXT,RPAP3,
97,PEX19,C3orf33,
447,FBXL15,SKP1,
33,PSMB2,PSMG1,
3,MRPL41,MRPL1,
1143,ACOT6,CRIP2,
119,ARPC1A,ARPC2,
27,MMP7,CNOT7,
11,BIRC5,MED14,
16,MRPS27,MRPS26,
3,MRPL42,MRPL22,
3,MRPL41,MRPL51,
88,TRIM44,DACH2,
62,SEPT10,SEPT11,
256,TCP10L,C12orf4,
48,EXOSC3,ZCCHC8,
225,TCEAL1,USP11,
23,DPF3,SS18L1,
1233,WBSCR22,TRMT112,
294,TMED2,TMED1,
754,FAM81B,PCM1,
11,TCL1B,MED8,
48,EXOSC3,EXOSC4,
232,COQ3,VPS28,
33,PSMF1,PSMA1,
8,LGALS8,PTGFRN,
16,MRPS15,MRPS21,
92,LARS,EEF1E1,
13,LSR,ITSN1,
207,ADC,SMARCAL1,
1,SNRPA1,SF3B1,
759,C13orf15,TLN1,
3,MRPL10,MRPL46,
891,AEN,PKN1,
57,SAMD4A,YWHAE,
27,CAPZA2,RQCD1,
59,MZT2B,TUBG1,
1040,LRRC57,SUGT1,
20,GPN2,POLR2L,
226,ATP6AP2,KIAA2013,
84,HIF1AN,GMDS,
1,SNRPA1,SF3B2,
16,MRPS31,MRPS18B,
33,PSMA1,PSMA6,
3,MRPL4,MRPL39,
3,MRPL39,MRPL30,
855,UBL4A,BAG6,
216,SCN3B,ABCD1,
15,RRP7A,CRMP1,
195,ZFAND6,BIRC2,
330,CFB,NME2,
40,C16orf87,ANAPC16,
1,SNRPE,PRPF8,
39,FBXW11,TRIM9,
21,RBM34,RPL30,
33,PSMB7,PSMA4,
3,MRPS30,MRPL15,
312,UBA5,LOC81691,
13,SNX9,AP2A2,
1039,ZDHHC7,MARCH6,
38,BCL2L14,TRAPPC2,
11,CCNC,MED11,
286,ICAM1,NT5C1A,
75,MMP28,TRIM68,
25,DVL3,XAB2,
1,SNRPG,TSSC4,
535,FBXO9,EEF2,
7,CELF5,PAIP2B,
17,KLHDC8A,CCT4,
60,EEF1G,EEF1B2,
11,TCL1B,MED14,
749,VWA5A,DDX11L8,
3,MRPL12,MRPL53,
661,FCGR2B,FCGR2A,
12,ZSCAN20,ZNF215,
179,PROC,EPHA6,
3,MRPL42,ICT1,
1,SNRPF,SNRPD3,
98,CDKL1,HSP90AA5P,
36,CCDC151,IFT46,
34,WDR76,PARP2,
1022,MORN5,CHST15,
1022,PIN4,CHST15,
75,COLEC11,TRIM68,
10,CAMKV,PIP4K2C,
14,NDUFA8,NDUFC2,
16,MRPS2,MRPS15,
87,CTNNA3,CDH2,
1,SNRPF,SNRNP200,
489,MIS18A,C6orf97,
99,UPK1A,FZD1,
1046,KCMF1,SARS2,
26,STXBP6,STX12,
26,CLEC12A,BNIP1,
1,PRPF3,SART1,
1,PRPF6,TXNL4A,
80,MAPK14,CCDC8,
34,WDR76,SUPT16H,
1014,ZC3HC1,TPR,
48,EXOSC8,EXOSC2,
173,VCP,METTL21D,
691,SCNN1D,CLSTN3,
15,RRP7A,CAMK2A,
817,DOHH,EIF5A,
156,WFDC10A,ZZEF1,
243,C11orf42,SNX2,
127,DEFB127,DCTN4,
2,TCF19,MBD3,
49,VENTX,TLE4,
98,MYLK4,HSP90AB1,
8,LGALS3,SLC12A2,
774,ITGB8,ACTR3C,
119,ARPC1B,ACTR3,
1003,DHCR24,FUNDC2,
445,BCHE,NOP10,
156,ANGPT2,HECTD3,
3,MRPL41,MRPL55,
1168,MTRF1L,CHI3L1,
35,POLR2E,GPN3,
1,CD2BP2,SNRPD2,
28,RABGGTA,CHML,
122,CCDC43,GOPC,
14,FUT1,NDUFB6,
229,ISOC1,ARHGAP8,
1,TSSC4,SNRNP200,
310,VASH1,C9orf142,
17,KLHDC8A,CCT2,
41,WSB2,C17orf85,
3,MRPL43,MRPS30,
175,RARS2,GFM2,
17,FBXW4,CCT2,
17,KLHL33,CCT6B,
214,TMOD3,PHACTR2,
1,PRPF3,SNRNP40,
405,ANXA7,MOBKL1B,
12,ZNF397,PGBD1,
84,ANKDD1A,HIF1AN,
14,PRRT2,NDUFB9,
2,HDAC1,RBBP4,
632,VCAM1,PODXL2,
548,C16orf80,FAM149B1,
96,PSMC3,PSMC4,
121,GTF3C3,GTF3C1,
20,POLR2G,POLR2B,
622,CDC42SE1,EIF5B,
27,GADD45B,CNOT7,
71,RPL18A,URB1,
160,CREB5,JUND,
3,MRPL28,MRPL45,
12,ZNF232,ZNF444,
248,MEF2B,CABIN1,
2,RBBP7,CCDC71,
478,ZCCHC17,NOS1AP,
4,ABHD15,HSPA8,
38,KANK4,TRAPPC2,
799,CDH13,INSIG1,
926,LGALS12,EMB,
325,ZNF3,KBTBD7,
148,RAD17,RFC3,
3,MRPL41,C7orf30,
1,SNRPG,SYF2,
432,EXT2,AFAP1,
373,C9orf171,TUBA3C,
235,SCOC,PAWR,
14,ECSIT,ND4,
13,AMPH,AAGAB,
542,DDI1,RSC1A1,
148,RFC5,RFC3,
239,SEC16B,POTEF,
206,ALOX5,AMOT,
1242,MPG,ELP2,
606,FAM170A,QSER1,
77,CLK2,SRSF12,
3,MRPL35,MRPL30,
1,SNRPE,SNRPA,
791,GXYLT1,P4HB,
9,TRIM28,ZNF354A,
161,DGCR8,MLF1IP,
15,CDCA8,CAMK2A,
3,RPL13,MRPL30,
157,DEFB121,VWDE,
142,C20orf118,ATP6V1E1,
48,EXOSC1,EXOSC2,
13,AP2M1,PJA2,
47,AKAP14,PRKAR2A,
7,TRA2A,ELAVL2,
16,MRPS27,MRPS23,
11,BIRC5,MED10,
21,CNBP,RPL36,
684,ACOT8,KLHL23,
90,COPS7B,COPS4,
829,KCNA5,DOLK,
